,train,val,test
D1277-2021-03-02_01.26.36,True,False,False
D1278-2021-03-02_01.35.59,True,False,False
D1279-2021-03-02_01.44.28,True,False,False
D1282-2021-03-02_02.10.33,True,False,False
D1283-2021-03-02_02.18.10,True,False,False
D1284-2021-03-02_02.27.34,True,False,False
D1285-2021-03-02_02.35.26,True,False,False
D1286-2021-03-02_02.43.35,True,False,False
D1287-2021-03-02_02.52.23,True,False,False
D1288-2021-03-02_03.00.32,True,False,False
D1289-2021-03-02_03.08.50,True,False,False
D1290-2021-03-02_03.17.55,True,False,False
D1291-2021-03-02_03.26.38,True,False,False
D1292-2021-03-02_03.34.10,True,False,False
D1293-2021-03-02_03.42.52,True,False,False
D1294-2021-03-02_03.50.19,True,False,False
D1295-2021-03-02_03.59.10,True,False,False
D1296-2021-03-02_04.06.46,True,False,False
D1297-2021-03-02_04.16.13,True,False,False
D1299-2021-03-02_04.31.27,True,False,False
D1308-2021-03-02_05.52.29,True,False,False
D1309-2021-03-02_06.00.57,True,False,False
D1310-2021-03-02_06.08.58,True,False,False
D1311-2021-03-02_06.17.03,True,False,False
D1312-2021-03-03_12.51.32,True,False,False
D1313-2021-03-03_13.01.12,True,False,False
D1314-2021-03-03_13.08.11,True,False,False
D1315-2021-03-03_13.15.21,True,False,False
D1316-2021-03-03_13.25.17,True,False,False
D1317-2021-03-03_13.35.00,True,False,False
D1320-2021-03-03_14.00.26,True,False,False
D1321-2021-03-03_14.14.55,True,False,False
D1322-2021-03-03_14.26.00,True,False,False
D1323-2021-03-03_14.41.28,True,False,False
D1324-2021-03-03_14.48.18,True,False,False
D1325-2021-03-03_14.55.56,True,False,False
D1326-2021-03-03_15.04.15,True,False,False
D1328-2021-03-03_15.23.27,True,False,False
D1329-2021-03-03_15.33.09,True,False,False
D1330-2021-03-03_15.47.14,True,False,False
D1331-2021-03-03_15.56.12,True,False,False
D1332-2021-03-05_10.33.05,True,False,False
D1333-2021-03-05_10.42.37,True,False,False
D1335-2021-03-05_10.58.35,True,False,False
D1344-2021-03-05_12.20.00,True,False,False
D1345-2021-03-05_12.27.31,True,False,False
D1346-2021-03-05_12.36.12,True,False,False
D1347-2021-03-05_12.44.11,True,False,False
D1348-2021-03-05_12.54.24,True,False,False
D1349-2021-03-05_13.03.36,True,False,False
D1350-2021-03-05_13.11.53,True,False,False
D1351-2021-03-05_13.19.25,True,False,False
D1352-2021-03-05_13.26.25,True,False,False
D1353-2021-03-05_13.33.40,True,False,False
D1354-2021-03-05_13.41.36,True,False,False
D1355-2021-03-05_13.50.30,True,False,False
D1356-2021-03-05_13.58.36,True,False,False
D1357-2021-03-05_14.05.51,True,False,False
D1358-2021-03-05_14.14.42,True,False,False
D1359-2021-03-05_14.23.40,True,False,False
D1360-2021-03-05_15.07.16,True,False,False
D1361-2021-03-05_15.17.10,True,False,False
D1362-2021-03-10_16.13.21,True,False,False
D1366-2021-03-10_16.50.06,True,False,False
D1368-2021-03-10_17.04.57,True,False,False
D1369-2021-03-10_17.13.25,True,False,False
D1370-2021-03-10_17.22.21,True,False,False
D1070-2020-11-16_21.00.36,True,False,False
D1071-2020-11-16_20.52.28,True,False,False
D1072-2020-11-16_20.43.17,True,False,False
D1073-2020-11-16_20.32.54,True,False,False
D1074-2020-11-16_20.24.43,True,False,False
D1075-2020-11-16_20.16.43,True,False,False
D1076-2020-11-16_20.08.56,True,False,False
D1077-2020-11-16_20.04.02,True,False,False
D1079-2020-11-16_19.48.22,True,False,False
D1081-2020-11-16_19.32.32,True,False,False
D1082-2020-11-16_19.25.13,True,False,False
D1083-2020-11-16_19.16.50,True,False,False
D1084-2020-11-16_19.07.28,True,False,False
D1407-2021-03-10_22.33.10,True,False,False
D1408-2021-03-10_22.41.17,True,False,False
D1409-2021-03-10_22.49.03,True,False,False
D1410-2021-03-10_22.55.41,True,False,False
D1411-2021-03-10_23.01.42,True,False,False
D1412-2021-03-11_11.27.21,True,False,False
D1413-2021-03-11_11.36.34,True,False,False
D1414-2021-03-11_11.46.05,True,False,False
D1415-2021-03-11_11.54.48,True,False,False
D1417-2021-03-11_12.13.36,True,False,False
D1418-2021-03-11_12.21.33,True,False,False
D1419-2021-03-11_12.29.52,True,False,False
D1420-2021-03-11_12.38.58,True,False,False
D1421-2021-03-11_12.47.42,True,False,False
D1422-2021-03-11_12.56.47,True,False,False
D1423-2021-03-11_13.05.25,True,False,False
D1465-2021-03-12_10.09.57,True,False,False
D1466-2021-03-12_10.18.57,True,False,False
D1467-2021-03-12_10.26.11,True,False,False
D1468-2021-03-12_10.34.01,True,False,False
D1469-2021-03-12_10.41.22,True,False,False
D1470-2021-03-12_10.49.35,True,False,False
D1471-2021-03-12_10.56.53,True,False,False
D1472-2021-03-12_11.03.48,True,False,False
D1473-2021-03-12_11.11.29,True,False,False
D1474-2021-03-12_11.19.08,True,False,False
D1475-2021-03-12_11.27.43,True,False,False
D1476-2021-03-12_11.36.23,True,False,False
D1477-2021-03-12_11.45.47,True,False,False
D1478-2021-03-12_11.53.08,True,False,False
D1479-2021-03-12_12.00.34,True,False,False
D1480-2021-03-12_12.08.18,True,False,False
D1481-2021-03-12_12.15.35,True,False,False
D1482-2021-03-12_12.23.03,True,False,False
D1483-2021-03-12_12.31.02,True,False,False
D1484-2021-03-12_12.38.13,True,False,False
D1498-2021-03-12_14.32.00,True,False,False
D1500-2021-03-12_14.45.46,True,False,False
D1501-2021-03-12_14.54.20,True,False,False
D1537-2021-03-15_14.35.37,True,False,False
D1538-2021-03-15_14.46.05,True,False,False
D1539-2021-03-15_14.52.26,True,False,False
D1540-2021-03-15_15.01.14,True,False,False
D1541-2021-03-15_15.09.15,True,False,False
D1542-2021-03-15_16.14.41,True,False,False
D1548-2021-03-15_17.11.12,True,False,False
D1549-2021-03-15_17.22.13,True,False,False
D1550-2021-03-15_17.30.54,True,False,False
D1551-2021-03-15_17.38.58,True,False,False
D1552-2021-03-15_17.48.20,True,False,False
D1553-2021-03-15_17.58.33,True,False,False
D1554-2021-03-15_18.07.01,True,False,False
D1555-2021-03-15_18.18.31,True,False,False
D1556-2021-03-15_18.26.14,True,False,False
D1558-2021-03-15_18.43.50,True,False,False
D1559-2021-03-15_18.58.09,True,False,False
D1560-2021-03-15_19.15.59,True,False,False
D1561-2021-03-15_19.24.30,True,False,False
D1562-2021-03-15_19.33.45,True,False,False
D1563-2021-03-15_19.43.38,True,False,False
D1564-2021-03-15_19.52.06,True,False,False
D1565-2021-03-15_20.03.35,True,False,False
D1598-2021-03-16_00.54.48,True,False,False
D1599-2021-03-16_01.03.45,True,False,False
D1600-2021-03-16_01.11.27,True,False,False
D1602-2021-03-16_01.24.53,True,False,False
D1603-2021-03-16_01.32.23,True,False,False
D1604-2021-03-16_01.39.56,True,False,False
D1605-2021-03-16_01.47.11,True,False,False
D1606-2021-03-16_01.54.50,True,False,False
D1607-2021-03-16_02.03.17,True,False,False
D1608-2021-03-16_02.11.03,True,False,False
D1176-2021-02-22_21.09.08,False,True,False
D1177-2021-02-22_21.18.36,False,True,False
D1178-2021-02-22_21.27.26,False,True,False
D1179-2021-02-22_21.35.05,False,True,False
D1106-2020-11-16_15.31.14,False,True,False
D1107-2020-11-16_15.21.39,False,True,False
D1108-2020-11-16_15.13.41,False,True,False
D1109-2020-11-16_15.03.14,False,True,False
D1110-2020-11-16_14.54.45,False,True,False
D1111-2020-11-16_14.45.18,False,True,False
D1137-2020-11-20_10.37.49,False,True,False
D1138-2020-11-20_10.29.48,False,True,False
D1139-2020-11-20_10.17.03,False,True,False
D1140-2020-11-20_10.04.08,False,True,False
D1701-2021-03-18_00.16.20,False,True,False
D1702-2021-03-18_00.23.34,False,True,False
D1703-2021-03-18_00.31.19,False,True,False
D1704-2021-03-18_00.39.29,False,True,False
D1705-2021-03-18_00.47.09,False,True,False
D1706-2021-03-18_00.57.24,False,True,False
D1707-2021-03-18_01.04.42,False,True,False
D1708-2021-03-18_01.15.15,False,True,False
D1710-2021-03-18_01.32.36,False,True,False
D1720-2021-03-23_18.23.13,False,True,False
D1721-2021-03-23_18.30.15,False,True,False
D1722-2021-03-23_18.37.29,False,True,False
D1723-2021-03-23_18.45.47,False,True,False
D1724-2021-03-23_18.55.11,False,True,False
D1725-2021-03-23_18.59.30,False,True,False
D1726-2021-03-23_19.08.20,False,True,False
D1727-2021-03-23_19.18.24,False,True,False
D1728-2021-03-23_19.26.54,False,True,False
D1729-2021-03-23_19.36.04,False,True,False
D1730-2021-03-23_19.43.58,False,True,False
D1731-2021-03-23_19.51.19,False,True,False
D1794-2021-03-24_00.09.25,False,True,False
D1795-2021-03-24_00.16.44,False,True,False
D1796-2021-03-24_00.24.17,False,True,False
D1797-2021-03-24_00.32.55,False,True,False
D1798-2021-03-24_00.39.57,False,True,False
D1799-2021-03-24_00.48.30,False,True,False
D1800-2021-03-24_00.56.52,False,True,False
D1801-2021-03-24_01.03.51,False,True,False
D1802-2021-03-24_01.12.48,False,True,False
D1803-2021-03-24_01.21.21,False,True,False
D1804-2021-03-24_01.29.37,False,True,False
D1805-2021-03-24_01.35.23,False,True,False
D1806-2021-03-24_01.44.11,False,True,False
D1807-2021-03-24_01.52.19,False,True,False
D1808-2021-03-24_02.00.56,False,True,False
D1809-2021-03-24_02.07.40,False,True,False
D1810-2021-03-24_02.18.16,False,True,False
D1811-2021-03-24_02.26.14,False,True,False
D1812-2021-03-24_13.49.52,False,True,False
D1813-2021-03-24_13.59.54,False,True,False
D1814-2021-03-24_14.09.46,False,True,False
D1815-2021-03-24_14.22.57,False,True,False
D1816-2021-03-24_14.32.36,False,True,False
D1817-2021-03-24_14.44.24,False,True,False
D1818-2021-03-24_14.53.34,False,True,False
D1819-2021-03-24_15.04.18,False,True,False
D1167-2021-02-22_19.58.39,False,False,True
D1168-2021-02-22_20.06.31,False,False,True
D1169-2021-02-22_20.15.22,False,False,True
D1170-2021-02-22_20.25.00,False,False,True
D1172-2nd,False,False,True
D1173-2021-02-22_20.42.55,False,False,True
D1174-2021-02-22_20.52.06,False,False,True
D2054-2021-02-22_14.23.55,False,False,True
D2055-2021-02-22_14.32.32,False,False,True
D2056-2021-02-22_14.42.14,False,False,True
D2057-2021-02-22_14.51.06,False,False,True
D2058-2021-02-22_14.59.33,False,False,True
D2059-2021-02-22_15.07.22,False,False,True
D2065-2021-02-22_15.49.31,False,False,True
D1434-2021-03-11_14.36.55,False,False,True
D1435-2021-03-11_14.46.13,False,False,True
D1436-2021-03-11_14.57.10,False,False,True
D1437-2021-03-11_15.07.20,False,False,True
D2042-2021-02-22_12.45.10,False,False,True
D2044-2021-02-22_13.02.02,False,False,True
D2045-2021-02-22_13.10.00,False,False,True
D2046-2021-02-22_13.18.39,False,False,True
D1438-2021-03-11_15.15.54,False,False,True
D1439-2021-03-11_15.25.27,False,False,True
D1440-2021-03-11_15.34.18,False,False,True
D1441-2021-03-11_15.41.47,False,False,True
D1442-2021-03-11_11.18.24,False,False,True
D1443-2021-03-11_15.50.23,False,False,True
D1444-2021-03-11_16.00.40,False,False,True
D1446-2021-03-11_16.18.13,False,False,True
D1454-2021-03-11_17.24.15,False,False,True
D1455-2021-03-11_17.33.02,False,False,True
D1456-2021-03-11_17.47.18,False,False,True
D1457-2021-03-11_17.56.46,False,False,True
D1458-2021-03-11_18.06.55,False,False,True
D1459-2021-03-11_18.15.48,False,False,True
D1462-2021-03-12_09.42.51,False,False,True
D1463-2021-03-12_09.52.46,False,False,True
D1464-2021-03-12_10.01.08,False,False,True
D1051-2020-11-17_12.15.32,False,False,True
D1052-2020-11-17_12.07.07,False,False,True
D1053-2020-11-17_11.58.45,False,False,True
D1054-2020-11-17_11.50.46,False,False,True
D1055-2020-11-17_11.41.54,False,False,True
D1056-2020-11-17_11.31.01,False,False,True
