,train,val,test
84,D1829-2021-03-24_16.27.05,,
85,D1830-2021-03-24_16.35.10,,
86,D1831-2021-03-24_16.42.30,,
87,D1832-2021-03-24_16.50.10,,
88,D1833-2021-03-24_16.58.06,,
89,D1834-2021-03-24_17.06.52,,
90,D1835-2021-03-24_17.14.35,,
91,D1836-2021-03-24_17.25.01,,
92,D1837-2021-03-24_17.33.20,,
93,D1850-2021-03-24_19.21.09,,
94,D1851-2021-03-24_19.28.39,,
95,D1852-2021-03-24_19.37.14,,
96,D1853-2021-03-24_19.47.38,,
97,D1854-2021-03-24_19.55.17,,
98,D1855-2021-03-24_20.03.17,,
99,D1856-2021-03-24_20.11.46,,
100,D1957-2021-02-17_14.11.43,,
101,D1958-2021-02-17_14.20.10,,
102,D1959-2021-02-17_14.29.06,,
103,D1960-2021-02-17_14.37.31,,
104,D1057-2020-11-17_11.23.59,,
105,D1058-2020-11-17_11.16.45,,
106,D1059-2020-11-17_11.09.04,,
107,D1060-2020-11-17_10.57.41,,
108,D1061-2020-11-17_10.48.43,,
109,D1193-2021-02-22_23.36.43,,
110,D1194-2021-02-22_23.44.34,,
111,D1195-2nd,,
112,D1196-2021-02-22_23.55.44,,
113,D1197-2021-02-23_00.04.42,,
114,D1198-2021-02-23_00.13.48,,
115,D1199-2021-02-23_00.24.33,,
116,D1205-2021-02-23_01.07.55,,
117,D1206-2021-02-23_01.16.31,,
118,D1207-2021-02-23_01.27.26,,
119,D1208-2021-02-23_01.35.23,,
120,D1209-2021-02-23_01.43.19,,
121,D1210-2021-02-23_01.52.12,,
122,D1211-2021-02-23_02.00.14,,
123,D1232-2021-03-01_19.13.24,,
124,D1233-2021-03-01_19.23.12,,
125,D1234-2021-03-01_19.36.14,,
126,D1235-2021-03-01_16.02.18,,
127,D1242-2021-03-01_20.29.24,,
128,D1243-2021-03-01_20.38.31,,
129,D1244-2021-03-01_20.47.31,,
130,D1245-2021-03-01_20.56.07,,
131,D1246-2021-03-01_21.05.09,,
132,D1247-2021-03-01_21.12.27,,
133,D1249-2021-03-01_21.31.38,,
134,D1250-2021-03-01_21.39.39,,
135,D1251-2021-03-01_21.47.31,,
136,D1252-2021-03-01_21.56.34,,
137,D1253-2021-03-01_22.05.24,,
138,D1254-2021-03-01_22.11.09,,
139,D1256-2021-03-01_22.26.40,,
140,D1258-2021-03-01_22.44.05,,
141,D1259-2021-03-01_22.51.48,,
142,D1260-2021-03-01_22.59.36,,
143,D1261-2021-03-01_23.09.50,,
144,D1262-2021-03-01_23.18.54,,
145,D1263-2021-03-01_23.28.23,,
146,D1271-2021-03-02_00.37.18,,
147,D1272-2021-03-02_00.45.36,,
148,D1274-2021-03-02_01.02.21,,
149,D1275-2021-03-02_01.07.18,,
150,D1276-2021-03-02_01.14.56,,
151,D1277-2021-03-02_01.26.36,,
152,D1278-2021-03-02_01.35.59,,
153,D1279-2021-03-02_01.44.28,,
154,D1282-2021-03-02_02.10.33,,
155,D1283-2021-03-02_02.18.10,,
156,D1284-2021-03-02_02.27.34,,
157,D1285-2021-03-02_02.35.26,,
158,D1286-2021-03-02_02.43.35,,
159,D1287-2021-03-02_02.52.23,,
160,D1288-2021-03-02_03.00.32,,
161,D1289-2021-03-02_03.08.50,,
162,D1290-2021-03-02_03.17.55,,
163,D1291-2021-03-02_03.26.38,,
164,D1292-2021-03-02_03.34.10,,
165,D1293-2021-03-02_03.42.52,,
166,D1294-2021-03-02_03.50.19,,
167,D1295-2021-03-02_03.59.10,,
168,D1296-2021-03-02_04.06.46,,
169,D1297-2021-03-02_04.16.13,,
170,D1299-2021-03-02_04.31.27,,
171,D1308-2021-03-02_05.52.29,,
172,D1309-2021-03-02_06.00.57,,
173,D1310-2021-03-02_06.08.58,,
174,D1311-2021-03-02_06.17.03,,
175,D1312-2021-03-03_12.51.32,,
176,D1313-2021-03-03_13.01.12,,
177,D1314-2021-03-03_13.08.11,,
178,D1315-2021-03-03_13.15.21,,
179,D1316-2021-03-03_13.25.17,,
180,D1317-2021-03-03_13.35.00,,
181,D1320-2021-03-03_14.00.26,,
182,D1321-2021-03-03_14.14.55,,
183,D1322-2021-03-03_14.26.00,,
184,D1323-2021-03-03_14.41.28,,
185,D1324-2021-03-03_14.48.18,,
186,D1325-2021-03-03_14.55.56,,
187,D1326-2021-03-03_15.04.15,,
188,D1328-2021-03-03_15.23.27,,
189,D1329-2021-03-03_15.33.09,,
190,D1330-2021-03-03_15.47.14,,
191,D1331-2021-03-03_15.56.12,,
192,D1332-2021-03-05_10.33.05,,
193,D1333-2021-03-05_10.42.37,,
194,D1335-2021-03-05_10.58.35,,
195,D1344-2021-03-05_12.20.00,,
196,D1345-2021-03-05_12.27.31,,
197,D1346-2021-03-05_12.36.12,,
198,D1347-2021-03-05_12.44.11,,
199,D1348-2021-03-05_12.54.24,,
200,D1349-2021-03-05_13.03.36,,
201,D1350-2021-03-05_13.11.53,,
202,D1351-2021-03-05_13.19.25,,
203,D1352-2021-03-05_13.26.25,,
204,D1353-2021-03-05_13.33.40,,
205,D1354-2021-03-05_13.41.36,,
206,D1355-2021-03-05_13.50.30,,
207,D1356-2021-03-05_13.58.36,,
208,D1357-2021-03-05_14.05.51,,
209,D1358-2021-03-05_14.14.42,,
210,D1359-2021-03-05_14.23.40,,
211,D1360-2021-03-05_15.07.16,,
212,D1361-2021-03-05_15.17.10,,
213,D1362-2021-03-10_16.13.21,,
214,D1366-2021-03-10_16.50.06,,
215,D1368-2021-03-10_17.04.57,,
216,D1369-2021-03-10_17.13.25,,
217,D1370-2021-03-10_17.22.21,,
218,D1070-2020-11-16_21.00.36,,
219,D1071-2020-11-16_20.52.28,,
220,D1072-2020-11-16_20.43.17,,
221,D1073-2020-11-16_20.32.54,,
222,D1074-2020-11-16_20.24.43,,
223,D1075-2020-11-16_20.16.43,,
224,D1076-2020-11-16_20.08.56,,
225,D1077-2020-11-16_20.04.02,,
226,D1079-2020-11-16_19.48.22,,
227,D1081-2020-11-16_19.32.32,,
228,D1082-2020-11-16_19.25.13,,
229,D1083-2020-11-16_19.16.50,,
230,D1084-2020-11-16_19.07.28,,
231,D1407-2021-03-10_22.33.10,,
232,D1408-2021-03-10_22.41.17,,
233,D1409-2021-03-10_22.49.03,,
234,D1410-2021-03-10_22.55.41,,
235,D1411-2021-03-10_23.01.42,,
236,D1412-2021-03-11_11.27.21,,
237,D1413-2021-03-11_11.36.34,,
238,D1414-2021-03-11_11.46.05,,
239,D1415-2021-03-11_11.54.48,,
240,D1417-2021-03-11_12.13.36,,
241,D1418-2021-03-11_12.21.33,,
242,D1419-2021-03-11_12.29.52,,
243,D1420-2021-03-11_12.38.58,,
244,D1421-2021-03-11_12.47.42,,
245,D1422-2021-03-11_12.56.47,,
246,D1423-2021-03-11_13.05.25,,
247,D1465-2021-03-12_10.09.57,,
248,D1466-2021-03-12_10.18.57,,
249,D1467-2021-03-12_10.26.11,,
250,D1468-2021-03-12_10.34.01,,
251,D1469-2021-03-12_10.41.22,,
252,D1470-2021-03-12_10.49.35,,
253,D1471-2021-03-12_10.56.53,,
254,D1472-2021-03-12_11.03.48,,
255,D1473-2021-03-12_11.11.29,,
256,D1474-2021-03-12_11.19.08,,
257,D1475-2021-03-12_11.27.43,,
258,D1476-2021-03-12_11.36.23,,
259,D1477-2021-03-12_11.45.47,,
260,D1478-2021-03-12_11.53.08,,
261,D1479-2021-03-12_12.00.34,,
262,D1480-2021-03-12_12.08.18,,
263,D1481-2021-03-12_12.15.35,,
264,D1482-2021-03-12_12.23.03,,
265,D1483-2021-03-12_12.31.02,,
266,D1484-2021-03-12_12.38.13,,
267,D1498-2021-03-12_14.32.00,,
268,D1500-2021-03-12_14.45.46,,
269,D1501-2021-03-12_14.54.20,,
270,D1537-2021-03-15_14.35.37,,
271,D1538-2021-03-15_14.46.05,,
272,D1539-2021-03-15_14.52.26,,
273,D1540-2021-03-15_15.01.14,,
274,D1541-2021-03-15_15.09.15,,
275,D1542-2021-03-15_16.14.41,,
276,D1548-2021-03-15_17.11.12,,
277,D1549-2021-03-15_17.22.13,,
278,D1550-2021-03-15_17.30.54,,
279,D1551-2021-03-15_17.38.58,,
280,D1552-2021-03-15_17.48.20,,
281,D1553-2021-03-15_17.58.33,,
282,D1554-2021-03-15_18.07.01,,
283,D1555-2021-03-15_18.18.31,,
284,D1556-2021-03-15_18.26.14,,
285,D1558-2021-03-15_18.43.50,,
286,D1559-2021-03-15_18.58.09,,
287,D1560-2021-03-15_19.15.59,,
288,D1561-2021-03-15_19.24.30,,
289,D1562-2021-03-15_19.33.45,,
290,D1563-2021-03-15_19.43.38,,
291,D1564-2021-03-15_19.52.06,,
292,D1565-2021-03-15_20.03.35,,
293,D1598-2021-03-16_00.54.48,,
294,D1599-2021-03-16_01.03.45,,
295,D1600-2021-03-16_01.11.27,,
296,D1602-2021-03-16_01.24.53,,
297,D1603-2021-03-16_01.32.23,,
298,D1604-2021-03-16_01.39.56,,
299,D1605-2021-03-16_01.47.11,,
300,D1606-2021-03-16_01.54.50,,
301,D1607-2021-03-16_02.03.17,,
302,D1608-2021-03-16_02.11.03,,
