,train,val,test
58,D1169-2021-02-22_20.15.22,D1722-2021-03-23_18.37.29,
59,D1170-2021-02-22_20.25.00,D1723-2021-03-23_18.45.47,
60,D1172-2nd,D1724-2021-03-23_18.55.11,
61,D1173-2021-02-22_20.42.55,D1725-2021-03-23_18.59.30,
62,D1174-2021-02-22_20.52.06,D1726-2021-03-23_19.08.20,
63,D2054-2021-02-22_14.23.55,D1727-2021-03-23_19.18.24,
64,D2055-2021-02-22_14.32.32,D1728-2021-03-23_19.26.54,
65,D2056-2021-02-22_14.42.14,D1729-2021-03-23_19.36.04,
66,D2057-2021-02-22_14.51.06,D1730-2021-03-23_19.43.58,
67,D2058-2021-02-22_14.59.33,D1731-2021-03-23_19.51.19,
68,D2059-2021-02-22_15.07.22,,
69,D2065-2021-02-22_15.49.31,,
70,D1128-2020-11-20_11.58.14,,
71,D1129-2020-11-20_11.48.24,,
72,D1130-2020-11-20_11.40.17,,
73,D1190-2021-02-22_23.08.12,,
74,D1191-2021-02-22_23.18.37,,
75,D1192-2nd,,
76,D1402-2021-03-10_21.54.00,,
77,D1403-2021-03-10_22.02.31,,
78,D1404-2021-03-10_22.10.25,,
79,D1405-2021-03-10_22.17.43,,
80,D1406-2021-03-10_22.25.26,,
81,D1434-2021-03-11_14.36.55,,
82,D1435-2021-03-11_14.46.13,,
83,D1436-2021-03-11_14.57.10,,
84,D1437-2021-03-11_15.07.20,,
85,D1689-2021-03-17_22.36.12,,
86,D1690-2021-03-17_22.44.49,,
87,D1691-2021-03-17_22.52.58,,
88,D1692-2021-03-17_23.01.32,,
89,D1693-2021-03-17_23.09.54,,
90,D1694-2021-03-17_23.17.40,,
91,D1828-2021-03-24_16.18.47,,
92,D1829-2021-03-24_16.27.05,,
93,D1830-2021-03-24_16.35.10,,
94,D1831-2021-03-24_16.42.30,,
95,D1832-2021-03-24_16.50.10,,
96,D1833-2021-03-24_16.58.06,,
97,D1834-2021-03-24_17.06.52,,
98,D1835-2021-03-24_17.14.35,,
99,D1836-2021-03-24_17.25.01,,
100,D1837-2021-03-24_17.33.20,,
101,D1051-2020-11-17_12.15.32,,
102,D1052-2020-11-17_12.07.07,,
103,D1053-2020-11-17_11.58.45,,
104,D1054-2020-11-17_11.50.46,,
105,D1055-2020-11-17_11.41.54,,
106,D1056-2020-11-17_11.31.01,,
107,D1057-2020-11-17_11.23.59,,
108,D1058-2020-11-17_11.16.45,,
109,D1059-2020-11-17_11.09.04,,
110,D1060-2020-11-17_10.57.41,,
111,D1061-2020-11-17_10.48.43,,
112,D1193-2021-02-22_23.36.43,,
113,D1194-2021-02-22_23.44.34,,
114,D1195-2nd,,
115,D1196-2021-02-22_23.55.44,,
116,D1242-2021-03-01_20.29.24,,
117,D1243-2021-03-01_20.38.31,,
118,D1244-2021-03-01_20.47.31,,
119,D1245-2021-03-01_20.56.07,,
120,D1246-2021-03-01_21.05.09,,
121,D1247-2021-03-01_21.12.27,,
122,D1249-2021-03-01_21.31.38,,
123,D1250-2021-03-01_21.39.39,,
124,D1251-2021-03-01_21.47.31,,
125,D1252-2021-03-01_21.56.34,,
126,D1253-2021-03-01_22.05.24,,
127,D1254-2021-03-01_22.11.09,,
128,D1256-2021-03-01_22.26.40,,
129,D1258-2021-03-01_22.44.05,,
130,D1259-2021-03-01_22.51.48,,
131,D1260-2021-03-01_22.59.36,,
132,D1261-2021-03-01_23.09.50,,
133,D1262-2021-03-01_23.18.54,,
134,D1263-2021-03-01_23.28.23,,
135,D1271-2021-03-02_00.37.18,,
136,D1272-2021-03-02_00.45.36,,
137,D1274-2021-03-02_01.02.21,,
138,D1275-2021-03-02_01.07.18,,
139,D1276-2021-03-02_01.14.56,,
140,D1277-2021-03-02_01.26.36,,
141,D1278-2021-03-02_01.35.59,,
142,D1279-2021-03-02_01.44.28,,
143,D1282-2021-03-02_02.10.33,,
144,D1283-2021-03-02_02.18.10,,
145,D1284-2021-03-02_02.27.34,,
146,D1285-2021-03-02_02.35.26,,
147,D1286-2021-03-02_02.43.35,,
148,D1287-2021-03-02_02.52.23,,
149,D1288-2021-03-02_03.00.32,,
150,D1289-2021-03-02_03.08.50,,
151,D1290-2021-03-02_03.17.55,,
152,D1291-2021-03-02_03.26.38,,
153,D1292-2021-03-02_03.34.10,,
154,D1293-2021-03-02_03.42.52,,
155,D1294-2021-03-02_03.50.19,,
156,D1295-2021-03-02_03.59.10,,
157,D1296-2021-03-02_04.06.46,,
158,D1297-2021-03-02_04.16.13,,
159,D1299-2021-03-02_04.31.27,,
160,D1308-2021-03-02_05.52.29,,
161,D1309-2021-03-02_06.00.57,,
162,D1310-2021-03-02_06.08.58,,
163,D1311-2021-03-02_06.17.03,,
164,D1312-2021-03-03_12.51.32,,
165,D1313-2021-03-03_13.01.12,,
166,D1314-2021-03-03_13.08.11,,
167,D1315-2021-03-03_13.15.21,,
168,D1316-2021-03-03_13.25.17,,
169,D1317-2021-03-03_13.35.00,,
170,D1320-2021-03-03_14.00.26,,
171,D1321-2021-03-03_14.14.55,,
172,D1322-2021-03-03_14.26.00,,
173,D1323-2021-03-03_14.41.28,,
174,D1324-2021-03-03_14.48.18,,
175,D1325-2021-03-03_14.55.56,,
176,D1326-2021-03-03_15.04.15,,
177,D1328-2021-03-03_15.23.27,,
178,D1329-2021-03-03_15.33.09,,
179,D1330-2021-03-03_15.47.14,,
180,D1331-2021-03-03_15.56.12,,
181,D1332-2021-03-05_10.33.05,,
182,D1333-2021-03-05_10.42.37,,
183,D1335-2021-03-05_10.58.35,,
184,D1344-2021-03-05_12.20.00,,
185,D1345-2021-03-05_12.27.31,,
186,D1346-2021-03-05_12.36.12,,
187,D1347-2021-03-05_12.44.11,,
188,D1348-2021-03-05_12.54.24,,
189,D1349-2021-03-05_13.03.36,,
190,D1350-2021-03-05_13.11.53,,
191,D1351-2021-03-05_13.19.25,,
192,D1352-2021-03-05_13.26.25,,
193,D1353-2021-03-05_13.33.40,,
194,D1354-2021-03-05_13.41.36,,
195,D1355-2021-03-05_13.50.30,,
196,D1356-2021-03-05_13.58.36,,
197,D1357-2021-03-05_14.05.51,,
198,D1358-2021-03-05_14.14.42,,
199,D1359-2021-03-05_14.23.40,,
200,D1360-2021-03-05_15.07.16,,
201,D1361-2021-03-05_15.17.10,,
202,D1362-2021-03-10_16.13.21,,
203,D1366-2021-03-10_16.50.06,,
204,D1368-2021-03-10_17.04.57,,
205,D1369-2021-03-10_17.13.25,,
206,D1370-2021-03-10_17.22.21,,
207,D1070-2020-11-16_21.00.36,,
208,D1071-2020-11-16_20.52.28,,
209,D1072-2020-11-16_20.43.17,,
210,D1073-2020-11-16_20.32.54,,
211,D1074-2020-11-16_20.24.43,,
212,D1075-2020-11-16_20.16.43,,
213,D1076-2020-11-16_20.08.56,,
214,D1077-2020-11-16_20.04.02,,
215,D1079-2020-11-16_19.48.22,,
216,D1081-2020-11-16_19.32.32,,
217,D1082-2020-11-16_19.25.13,,
218,D1083-2020-11-16_19.16.50,,
219,D1084-2020-11-16_19.07.28,,
220,D1407-2021-03-10_22.33.10,,
221,D1408-2021-03-10_22.41.17,,
222,D1409-2021-03-10_22.49.03,,
223,D1410-2021-03-10_22.55.41,,
224,D1411-2021-03-10_23.01.42,,
225,D1412-2021-03-11_11.27.21,,
226,D1413-2021-03-11_11.36.34,,
227,D1414-2021-03-11_11.46.05,,
228,D1415-2021-03-11_11.54.48,,
229,D1417-2021-03-11_12.13.36,,
230,D1418-2021-03-11_12.21.33,,
231,D1419-2021-03-11_12.29.52,,
232,D1420-2021-03-11_12.38.58,,
233,D1421-2021-03-11_12.47.42,,
234,D1422-2021-03-11_12.56.47,,
235,D1423-2021-03-11_13.05.25,,
236,D1438-2021-03-11_15.15.54,,
237,D1439-2021-03-11_15.25.27,,
238,D1440-2021-03-11_15.34.18,,
239,D1441-2021-03-11_15.41.47,,
240,D1442-2021-03-11_11.18.24,,
241,D1443-2021-03-11_15.50.23,,
242,D1444-2021-03-11_16.00.40,,
243,D1446-2021-03-11_16.18.13,,
244,D1454-2021-03-11_17.24.15,,
245,D1455-2021-03-11_17.33.02,,
246,D1456-2021-03-11_17.47.18,,
247,D1457-2021-03-11_17.56.46,,
248,D1458-2021-03-11_18.06.55,,
249,D1459-2021-03-11_18.15.48,,
250,D1462-2021-03-12_09.42.51,,
251,D1463-2021-03-12_09.52.46,,
252,D1464-2021-03-12_10.01.08,,
253,D1465-2021-03-12_10.09.57,,
254,D1466-2021-03-12_10.18.57,,
255,D1467-2021-03-12_10.26.11,,
256,D1468-2021-03-12_10.34.01,,
257,D1469-2021-03-12_10.41.22,,
258,D1470-2021-03-12_10.49.35,,
259,D1471-2021-03-12_10.56.53,,
260,D1472-2021-03-12_11.03.48,,
261,D1473-2021-03-12_11.11.29,,
262,D1474-2021-03-12_11.19.08,,
263,D1475-2021-03-12_11.27.43,,
264,D1476-2021-03-12_11.36.23,,
265,D1477-2021-03-12_11.45.47,,
266,D1478-2021-03-12_11.53.08,,
267,D1479-2021-03-12_12.00.34,,
268,D1480-2021-03-12_12.08.18,,
269,D1481-2021-03-12_12.15.35,,
270,D1482-2021-03-12_12.23.03,,
271,D1483-2021-03-12_12.31.02,,
272,D1484-2021-03-12_12.38.13,,
273,D1498-2021-03-12_14.32.00,,
274,D1500-2021-03-12_14.45.46,,
275,D1501-2021-03-12_14.54.20,,
276,D1537-2021-03-15_14.35.37,,
277,D1538-2021-03-15_14.46.05,,
278,D1539-2021-03-15_14.52.26,,
279,D1540-2021-03-15_15.01.14,,
280,D1541-2021-03-15_15.09.15,,
281,D1542-2021-03-15_16.14.41,,
282,D1548-2021-03-15_17.11.12,,
283,D1549-2021-03-15_17.22.13,,
284,D1550-2021-03-15_17.30.54,,
285,D1551-2021-03-15_17.38.58,,
286,D1552-2021-03-15_17.48.20,,
287,D1553-2021-03-15_17.58.33,,
288,D1554-2021-03-15_18.07.01,,
289,D1555-2021-03-15_18.18.31,,
290,D1556-2021-03-15_18.26.14,,
291,D1558-2021-03-15_18.43.50,,
292,D1559-2021-03-15_18.58.09,,
293,D1560-2021-03-15_19.15.59,,
294,D1561-2021-03-15_19.24.30,,
295,D1562-2021-03-15_19.33.45,,
296,D1563-2021-03-15_19.43.38,,
297,D1564-2021-03-15_19.52.06,,
298,D1565-2021-03-15_20.03.35,,
299,D1598-2021-03-16_00.54.48,,
300,D1599-2021-03-16_01.03.45,,
301,D1600-2021-03-16_01.11.27,,
302,D1602-2021-03-16_01.24.53,,
303,D1603-2021-03-16_01.32.23,,
304,D1604-2021-03-16_01.39.56,,
305,D1605-2021-03-16_01.47.11,,
306,D1606-2021-03-16_01.54.50,,
307,D1607-2021-03-16_02.03.17,,
308,D1608-2021-03-16_02.11.03,,
