,train,val,test
30,D1371-2021-03-10_17.30.28,D1439-2021-03-11_15.25.27,D1984-2021-02-18_12.27.46
31,D1372-2021-03-10_17.38.28,D1440-2021-03-11_15.34.18,D1985-2021-02-18_12.37.56
32,D1373-2021-03-10_17.49.36,D1441-2021-03-11_15.41.47,D1986-2021-02-18_12.45.16
33,D1374-2021-03-10_17.58.18,D1442-2021-03-11_11.18.24,D1987-2021-02-18_12.53.21
34,D1376-2021-03-10_18.16.58,D1443-2021-03-11_15.50.23,D1988-2021-02-18_13.00.59
35,D1377-2021-03-10_18.25.56,D1444-2021-03-11_16.00.40,D1989-2021-02-18_13.08.13
36,D1378-2021-03-10_18.33.41,D1446-2021-03-11_16.18.13,D1990-2021-02-18_13.16.06
37,D1379-2021-03-10_18.41.27,D1454-2021-03-11_17.24.15,D1991-2021-02-18_13.24.41
38,D1402-2021-03-10_21.54.00,D1455-2021-03-11_17.33.02,D1992-2021-02-18_13.32.50
39,D1403-2021-03-10_22.02.31,D1456-2021-03-11_17.47.18,D1396-2021-03-10_20.57.56
40,D1404-2021-03-10_22.10.25,D1457-2021-03-11_17.56.46,D1397-2021-03-10_21.05.11
41,D1405-2021-03-10_22.17.43,D1458-2021-03-11_18.06.55,D1398-2021-03-10_21.16.21
42,D1406-2021-03-10_22.25.26,D1459-2021-03-11_18.15.48,D1399-2021-03-10_21.24.58
43,D1434-2021-03-11_14.36.55,D1462-2021-03-12_09.42.51,D1400-2021-03-10_21.36.27
44,D1435-2021-03-11_14.46.13,D1463-2021-03-12_09.52.46,D1401-2021-03-10_21.45.11
45,D1436-2021-03-11_14.57.10,D1464-2021-03-12_10.01.08,D1190-2021-02-22_23.08.12
46,D1437-2021-03-11_15.07.20,,D1191-2021-02-22_23.18.37
47,D1828-2021-03-24_16.18.47,,D1192-2nd
48,D1829-2021-03-24_16.27.05,,D1701-2021-03-18_00.16.20
49,D1830-2021-03-24_16.35.10,,D1702-2021-03-18_00.23.34
50,D1831-2021-03-24_16.42.30,,D1703-2021-03-18_00.31.19
51,D1832-2021-03-24_16.50.10,,D1704-2021-03-18_00.39.29
52,D1833-2021-03-24_16.58.06,,D1705-2021-03-18_00.47.09
53,D1834-2021-03-24_17.06.52,,D1706-2021-03-18_00.57.24
54,D1835-2021-03-24_17.14.35,,D1707-2021-03-18_01.04.42
55,D1836-2021-03-24_17.25.01,,D1708-2021-03-18_01.15.15
56,D1837-2021-03-24_17.33.20,,D1710-2021-03-18_01.32.36
57,D1850-2021-03-24_19.21.09,,D1720-2021-03-23_18.23.13
58,D1851-2021-03-24_19.28.39,,D1721-2021-03-23_18.30.15
59,D1852-2021-03-24_19.37.14,,D1722-2021-03-23_18.37.29
60,D1853-2021-03-24_19.47.38,,D1723-2021-03-23_18.45.47
61,D1854-2021-03-24_19.55.17,,D1724-2021-03-23_18.55.11
62,D1855-2021-03-24_20.03.17,,D1725-2021-03-23_18.59.30
63,D1856-2021-03-24_20.11.46,,D1726-2021-03-23_19.08.20
64,D1957-2021-02-17_14.11.43,,D1727-2021-03-23_19.18.24
65,D1958-2021-02-17_14.20.10,,D1728-2021-03-23_19.26.54
66,D1959-2021-02-17_14.29.06,,D1729-2021-03-23_19.36.04
67,D1960-2021-02-17_14.37.31,,D1730-2021-03-23_19.43.58
68,D1051-2020-11-17_12.15.32,,D1731-2021-03-23_19.51.19
69,D1052-2020-11-17_12.07.07,,D1344-2021-03-05_12.20.00
70,D1053-2020-11-17_11.58.45,,D1345-2021-03-05_12.27.31
71,D1054-2020-11-17_11.50.46,,D1346-2021-03-05_12.36.12
72,D1055-2020-11-17_11.41.54,,D1347-2021-03-05_12.44.11
73,D1056-2020-11-17_11.31.01,,D1348-2021-03-05_12.54.24
74,D1193-2021-02-22_23.36.43,,D1349-2021-03-05_13.03.36
75,D1194-2021-02-22_23.44.34,,D1350-2021-03-05_13.11.53
76,D1195-2nd,,D1351-2021-03-05_13.19.25
77,D1196-2021-02-22_23.55.44,,D1352-2021-03-05_13.26.25
78,D1197-2021-02-23_00.04.42,,D1353-2021-03-05_13.33.40
79,D1198-2021-02-23_00.13.48,,D1354-2021-03-05_13.41.36
80,D1199-2021-02-23_00.24.33,,D1355-2021-03-05_13.50.30
81,D1205-2021-02-23_01.07.55,,D1356-2021-03-05_13.58.36
82,D1206-2021-02-23_01.16.31,,D1357-2021-03-05_14.05.51
83,D1207-2021-02-23_01.27.26,,D1358-2021-03-05_14.14.42
84,D1208-2021-02-23_01.35.23,,D1359-2021-03-05_14.23.40
85,D1209-2021-02-23_01.43.19,,D1360-2021-03-05_15.07.16
86,D1210-2021-02-23_01.52.12,,D1361-2021-03-05_15.17.10
87,D1211-2021-02-23_02.00.14,,D1362-2021-03-10_16.13.21
88,D1232-2021-03-01_19.13.24,,D1366-2021-03-10_16.50.06
89,D1233-2021-03-01_19.23.12,,D1368-2021-03-10_17.04.57
90,D1234-2021-03-01_19.36.14,,D1369-2021-03-10_17.13.25
91,D1235-2021-03-01_16.02.18,,D1370-2021-03-10_17.22.21
92,D1242-2021-03-01_20.29.24,,
93,D1243-2021-03-01_20.38.31,,
94,D1244-2021-03-01_20.47.31,,
95,D1245-2021-03-01_20.56.07,,
96,D1246-2021-03-01_21.05.09,,
97,D1247-2021-03-01_21.12.27,,
98,D1249-2021-03-01_21.31.38,,
99,D1250-2021-03-01_21.39.39,,
100,D1251-2021-03-01_21.47.31,,
101,D1252-2021-03-01_21.56.34,,
102,D1253-2021-03-01_22.05.24,,
103,D1254-2021-03-01_22.11.09,,
104,D1256-2021-03-01_22.26.40,,
105,D1258-2021-03-01_22.44.05,,
106,D1259-2021-03-01_22.51.48,,
107,D1260-2021-03-01_22.59.36,,
108,D1261-2021-03-01_23.09.50,,
109,D1262-2021-03-01_23.18.54,,
110,D1263-2021-03-01_23.28.23,,
111,D1271-2021-03-02_00.37.18,,
112,D1272-2021-03-02_00.45.36,,
113,D1274-2021-03-02_01.02.21,,
114,D1275-2021-03-02_01.07.18,,
115,D1276-2021-03-02_01.14.56,,
116,D1277-2021-03-02_01.26.36,,
117,D1278-2021-03-02_01.35.59,,
118,D1279-2021-03-02_01.44.28,,
119,D1282-2021-03-02_02.10.33,,
120,D1283-2021-03-02_02.18.10,,
121,D1284-2021-03-02_02.27.34,,
122,D1285-2021-03-02_02.35.26,,
123,D1286-2021-03-02_02.43.35,,
124,D1287-2021-03-02_02.52.23,,
125,D1288-2021-03-02_03.00.32,,
126,D1289-2021-03-02_03.08.50,,
127,D1290-2021-03-02_03.17.55,,
128,D1291-2021-03-02_03.26.38,,
129,D1292-2021-03-02_03.34.10,,
130,D1293-2021-03-02_03.42.52,,
131,D1294-2021-03-02_03.50.19,,
132,D1295-2021-03-02_03.59.10,,
133,D1296-2021-03-02_04.06.46,,
134,D1297-2021-03-02_04.16.13,,
135,D1299-2021-03-02_04.31.27,,
136,D1308-2021-03-02_05.52.29,,
137,D1309-2021-03-02_06.00.57,,
138,D1310-2021-03-02_06.08.58,,
139,D1311-2021-03-02_06.17.03,,
140,D1312-2021-03-03_12.51.32,,
141,D1313-2021-03-03_13.01.12,,
142,D1314-2021-03-03_13.08.11,,
143,D1315-2021-03-03_13.15.21,,
144,D1316-2021-03-03_13.25.17,,
145,D1317-2021-03-03_13.35.00,,
146,D1320-2021-03-03_14.00.26,,
147,D1321-2021-03-03_14.14.55,,
148,D1322-2021-03-03_14.26.00,,
149,D1323-2021-03-03_14.41.28,,
150,D1324-2021-03-03_14.48.18,,
151,D1325-2021-03-03_14.55.56,,
152,D1326-2021-03-03_15.04.15,,
153,D1328-2021-03-03_15.23.27,,
154,D1329-2021-03-03_15.33.09,,
155,D1330-2021-03-03_15.47.14,,
156,D1331-2021-03-03_15.56.12,,
157,D1332-2021-03-05_10.33.05,,
158,D1333-2021-03-05_10.42.37,,
159,D1335-2021-03-05_10.58.35,,
160,D1070-2020-11-16_21.00.36,,
161,D1071-2020-11-16_20.52.28,,
162,D1072-2020-11-16_20.43.17,,
163,D1073-2020-11-16_20.32.54,,
164,D1074-2020-11-16_20.24.43,,
165,D1075-2020-11-16_20.16.43,,
166,D1076-2020-11-16_20.08.56,,
167,D1077-2020-11-16_20.04.02,,
168,D1079-2020-11-16_19.48.22,,
169,D1081-2020-11-16_19.32.32,,
170,D1082-2020-11-16_19.25.13,,
171,D1083-2020-11-16_19.16.50,,
172,D1084-2020-11-16_19.07.28,,
173,D1407-2021-03-10_22.33.10,,
174,D1408-2021-03-10_22.41.17,,
175,D1409-2021-03-10_22.49.03,,
176,D1410-2021-03-10_22.55.41,,
177,D1411-2021-03-10_23.01.42,,
178,D1412-2021-03-11_11.27.21,,
179,D1413-2021-03-11_11.36.34,,
180,D1414-2021-03-11_11.46.05,,
181,D1415-2021-03-11_11.54.48,,
182,D1417-2021-03-11_12.13.36,,
183,D1418-2021-03-11_12.21.33,,
184,D1419-2021-03-11_12.29.52,,
185,D1420-2021-03-11_12.38.58,,
186,D1421-2021-03-11_12.47.42,,
187,D1422-2021-03-11_12.56.47,,
188,D1423-2021-03-11_13.05.25,,
189,D1465-2021-03-12_10.09.57,,
190,D1466-2021-03-12_10.18.57,,
191,D1467-2021-03-12_10.26.11,,
192,D1468-2021-03-12_10.34.01,,
193,D1469-2021-03-12_10.41.22,,
194,D1470-2021-03-12_10.49.35,,
195,D1471-2021-03-12_10.56.53,,
196,D1472-2021-03-12_11.03.48,,
197,D1473-2021-03-12_11.11.29,,
198,D1474-2021-03-12_11.19.08,,
199,D1475-2021-03-12_11.27.43,,
200,D1476-2021-03-12_11.36.23,,
201,D1477-2021-03-12_11.45.47,,
202,D1478-2021-03-12_11.53.08,,
203,D1479-2021-03-12_12.00.34,,
204,D1480-2021-03-12_12.08.18,,
205,D1481-2021-03-12_12.15.35,,
206,D1482-2021-03-12_12.23.03,,
207,D1483-2021-03-12_12.31.02,,
208,D1484-2021-03-12_12.38.13,,
209,D1498-2021-03-12_14.32.00,,
210,D1500-2021-03-12_14.45.46,,
211,D1501-2021-03-12_14.54.20,,
212,D1537-2021-03-15_14.35.37,,
213,D1538-2021-03-15_14.46.05,,
214,D1539-2021-03-15_14.52.26,,
215,D1540-2021-03-15_15.01.14,,
216,D1541-2021-03-15_15.09.15,,
217,D1542-2021-03-15_16.14.41,,
218,D1548-2021-03-15_17.11.12,,
219,D1549-2021-03-15_17.22.13,,
220,D1550-2021-03-15_17.30.54,,
221,D1551-2021-03-15_17.38.58,,
222,D1552-2021-03-15_17.48.20,,
223,D1553-2021-03-15_17.58.33,,
224,D1554-2021-03-15_18.07.01,,
225,D1555-2021-03-15_18.18.31,,
226,D1556-2021-03-15_18.26.14,,
227,D1558-2021-03-15_18.43.50,,
228,D1559-2021-03-15_18.58.09,,
229,D1560-2021-03-15_19.15.59,,
230,D1561-2021-03-15_19.24.30,,
231,D1562-2021-03-15_19.33.45,,
232,D1563-2021-03-15_19.43.38,,
233,D1564-2021-03-15_19.52.06,,
234,D1565-2021-03-15_20.03.35,,
235,D1598-2021-03-16_00.54.48,,
236,D1599-2021-03-16_01.03.45,,
237,D1600-2021-03-16_01.11.27,,
238,D1602-2021-03-16_01.24.53,,
239,D1603-2021-03-16_01.32.23,,
240,D1604-2021-03-16_01.39.56,,
241,D1605-2021-03-16_01.47.11,,
242,D1606-2021-03-16_01.54.50,,
243,D1607-2021-03-16_02.03.17,,
244,D1608-2021-03-16_02.11.03,,
245,D1794-2021-03-24_00.09.25,,
246,D1795-2021-03-24_00.16.44,,
247,D1796-2021-03-24_00.24.17,,
248,D1797-2021-03-24_00.32.55,,
249,D1798-2021-03-24_00.39.57,,
250,D1799-2021-03-24_00.48.30,,
251,D1800-2021-03-24_00.56.52,,
252,D1801-2021-03-24_01.03.51,,
253,D1802-2021-03-24_01.12.48,,
254,D1803-2021-03-24_01.21.21,,
255,D1804-2021-03-24_01.29.37,,
256,D1805-2021-03-24_01.35.23,,
257,D1806-2021-03-24_01.44.11,,
258,D1807-2021-03-24_01.52.19,,
259,D1808-2021-03-24_02.00.56,,
260,D1809-2021-03-24_02.07.40,,
261,D1810-2021-03-24_02.18.16,,
262,D1811-2021-03-24_02.26.14,,
263,D1812-2021-03-24_13.49.52,,
264,D1813-2021-03-24_13.59.54,,
265,D1814-2021-03-24_14.09.46,,
266,D1815-2021-03-24_14.22.57,,
267,D1816-2021-03-24_14.32.36,,
268,D1817-2021-03-24_14.44.24,,
269,D1818-2021-03-24_14.53.34,,
270,D1819-2021-03-24_15.04.18,,
