,train,val,test
145,D1437-2021-03-11_15.07.20,,
146,D1438-2021-03-11_15.15.54,,
147,D1444-2021-03-11_16.00.40,,
148,D1454-2021-03-11_17.24.15,,
149,D1456-2021-03-11_17.47.18,,
150,D1457-2021-03-11_17.56.46,,
151,D1459-2021-03-11_18.15.48,,
152,D1464-2021-03-12_10.01.08,,
153,D1465-2021-03-12_10.09.57,,
154,D1466-2021-03-12_10.18.57,,
155,D1467-2021-03-12_10.26.11,,
156,D1468-2021-03-12_10.34.01,,
157,D1469-2021-03-12_10.41.22,,
158,D1470-2021-03-12_10.49.35,,
159,D1471-2021-03-12_10.56.53,,
160,D1472-2021-03-12_11.03.48,,
161,D1473-2021-03-12_11.11.29,,
162,D1474-2021-03-12_11.19.08,,
163,D1475-2021-03-12_11.27.43,,
164,D1476-2021-03-12_11.36.23,,
165,D1477-2021-03-12_11.45.47,,
166,D1478-2021-03-12_11.53.08,,
167,D1480-2021-03-12_12.08.18,,
168,D1481-2021-03-12_12.15.35,,
169,D1482-2021-03-12_12.23.03,,
170,D1483-2021-03-12_12.31.02,,
171,D1484-2021-03-12_12.38.13,,
172,D1498-2021-03-12_14.32.00,,
173,D1501-2021-03-12_14.54.20,,
174,D1539-2021-03-15_14.52.26,,
175,D1548-2021-03-15_17.11.12,,
176,D1549-2021-03-15_17.22.13,,
177,D1550-2021-03-15_17.30.54,,
178,D1551-2021-03-15_17.38.58,,
179,D1552-2021-03-15_17.48.20,,
180,D1554-2021-03-15_18.07.01,,
181,D1555-2021-03-15_18.18.31,,
182,D1556-2021-03-15_18.26.14,,
183,D1560-2021-03-15_19.15.59,,
184,D1564-2021-03-15_19.52.06,,
185,D1599-2021-03-16_01.03.45,,
186,D1601-2021-03-16_01.17.53,,
187,D1605-2021-03-16_01.47.11,,
188,D1606-2021-03-16_01.54.50,,
189,D1607-2021-03-16_02.03.17,,
190,D1608-2021-03-16_02.11.03,,
191,D1689-2021-03-17_22.36.12,,
192,D1690-2021-03-17_22.44.49,,
193,D1691-2021-03-17_22.52.58,,
194,D1692-2021-03-17_23.01.32,,
195,D1700-2021-03-18_00.10.05,,
196,D1702-2021-03-18_00.23.34,,
197,D1703-2021-03-18_00.31.19,,
198,D1705-2021-03-18_00.47.09,,
199,D1706-2021-03-18_00.57.24,,
200,D1707-2021-03-18_01.04.42,,
201,D1708-2021-03-18_01.15.15,,
202,D1709-2021-03-18_01.23.11,,
203,D1720-2021-03-23_18.23.13,,
204,D1721-2021-03-23_18.30.15,,
205,D1724-2021-03-23_18.55.11,,
206,D1728-2021-03-23_19.26.54,,
207,D1729-2021-03-23_19.36.04,,
208,D1730-2021-03-23_19.43.58,,
209,D1731-2021-03-23_19.51.19,,
210,D1794-2021-03-24_00.09.25,,
211,D1796-2021-03-24_00.24.17,,
212,D1797-2021-03-24_00.32.55,,
213,D1798-2021-03-24_00.39.57,,
214,D1799-2021-03-24_00.48.30,,
215,D1800-2021-03-24_00.56.52,,
216,D1801-2021-03-24_01.03.51,,
217,D1802-2021-03-24_01.12.48,,
218,D1803-2021-03-24_01.21.21,,
219,D1804-2021-03-24_01.29.37,,
220,D1805-2021-03-24_01.35.23,,
221,D1806-2021-03-24_01.44.11,,
222,D1807-2021-03-24_01.52.19,,
223,D1809-2021-03-24_02.07.40,,
224,D1810-2021-03-24_02.18.16,,
225,D1811-2021-03-24_02.26.14,,
226,D1813-2021-03-24_13.59.54,,
227,D1816-2021-03-24_14.32.36,,
228,D1818-2021-03-24_14.53.34,,
229,D1819-2021-03-24_15.04.18,,
230,D1828-2021-03-24_16.18.47,,
231,D1829-2021-03-24_16.27.05,,
232,D1830-2021-03-24_16.35.10,,
233,D1832-2021-03-24_16.50.10,,
234,D1834-2021-03-24_17.06.52,,
235,D1835-2021-03-24_17.14.35,,
236,D1836-2021-03-24_17.25.01,,
237,D1837-2021-03-24_17.33.20,,
238,D1850-2021-03-24_19.21.09,,
239,D1851-2021-03-24_19.28.39,,
240,D1852-2021-03-24_19.37.14,,
241,D1853-2021-03-24_19.47.38,,
242,D1854-2021-03-24_19.55.17,,
243,D1855-2021-03-24_20.03.17,,
244,D1856-2021-03-24_20.11.46,,
245,D1958-2021-02-17_14.20.10,,
246,D1959-2021-02-17_14.29.06,,
247,D1966-2021-02-17_15.29.58,,
248,D1967-2021-02-17_15.37.53,,
249,D1968-2021-02-17_15.45.46,,
250,D1970-2021-02-18_10.28.24,,
251,D1973-2021-02-18_10.52.37,,
252,D1974-2021-02-18_11.00.51,,
253,D1975-2021-02-18_11.10.46,,
254,D1976-2021-02-18_11.18.41,,
255,D1977-2021-02-18_11.28.07,,
256,D1978-2021-02-18_11.36.50,,
257,D1979-2021-02-18_11.44.42,,
258,D1982-2021-02-18_12.09.34,,
259,D1983-2021-02-18_12.19.11,,
260,D1985-2021-02-18_12.37.56,,
261,D1987-2021-02-18_12.53.21,,
262,D1988-2021-02-18_13.00.59,,
263,D1989-2021-02-18_13.08.13,,
264,D1990-2021-02-18_13.16.06,,
265,D1991-2021-02-18_13.24.41,,
266,D1992-2021-02-18_13.32.50,,
267,D2036-2021-02-18_21.29.05,,
268,D2037-2021-02-18_21.35.02,,
269,D2038-2021-02-18_21.44.20,,
270,D2042-2021-02-22_12.45.10,,
271,D2044-2021-02-22_13.02.02,,
272,D2054-2021-02-22_14.23.55,,
273,D2055-2021-02-22_14.32.32,,
274,D2056-2021-02-22_14.42.14,,
275,D2057-2021-02-22_14.51.06,,
276,D2058-2021-02-22_14.59.33,,
277,D2059-2021-02-22_15.07.22,,
278,D2065-2021-02-22_15.49.31,,
279,D1056-2020-11-17_11.31.01,,
280,D1070-2020-11-16_21.00.36,,
281,D1071-2020-11-16_20.52.28,,
282,D1075-2020-11-16_20.16.43,,
283,D1078-2020-11-16_19.56.41,,
284,D1079-2020-11-16_19.48.22,,
285,D1081-2020-11-16_19.32.32,,
286,D1082-2020-11-16_19.25.13,,
287,D1083-2020-11-16_19.16.50,,
288,D1196-2021-02-22_23.55.44,,
289,D1199-2021-02-23_00.24.33,,
290,D1211-2021-02-23_02.00.14,,
291,D1212-2021-03-01_16.21.52,,
292,D1246-2021-03-01_21.05.09,,
293,D1248-2021-03-01_21.22.30,,
294,D1257-2021-03-01_22.34.58,,
295,D1258-2021-03-01_22.44.05,,
296,D1260-2021-03-01_22.59.36,,
297,D1263-2021-03-01_23.28.23,,
298,D1290-2021-03-02_03.17.55,,
299,D1291-2021-03-02_03.26.38,,
300,D1296-2021-03-02_04.06.46,,
301,D1298-2021-03-02_04.23.52,,
302,D1308-2021-03-02_05.52.29,,
303,D1309-2021-03-02_06.00.57,,
304,D1310-2021-03-02_06.08.58,,
305,D1313-2021-03-03_13.01.12,,
306,D1314-2021-03-03_13.08.11,,
307,D1316-2021-03-03_13.25.17,,
308,D1317-2021-03-03_13.35.00,,
309,D1318-2021-03-03_13.43.28,,
310,D1325-2021-03-03_14.55.56,,
311,D1327-2021-03-03_15.14.28,,
312,D1332-2021-03-05_10.33.05,,
313,D1334-2021-03-05_10.50.31,,
314,D1412-2021-03-11_11.27.21,,
315,D1413-2021-03-11_11.36.34,,
316,D1414-2021-03-11_11.46.05,,
317,D1415-2021-03-11_11.54.48,,
318,D1420-2021-03-11_12.38.58,,
319,D1421-2021-03-11_12.47.42,,
320,D1440-2021-03-11_15.34.18,,
321,D1441-2021-03-11_15.41.47,,
322,D1445-2021-03-11_16.09.41,,
323,D1458-2021-03-11_18.06.55,,
324,D1460-2021-03-11_18.25.35,,
325,D1461-2021-03-11_18.33.59,,
326,D1462-2021-03-12_09.42.51,,
327,D1497-2021-03-12_14.24.42,,
328,D1499-2021-03-12_14.36.48,,
329,D1500-2021-03-12_14.45.46,,
330,D1502-2021-03-12_15.05.06,,
331,D1503-2021-03-12_15.14.19,,
332,D1537-2021-03-15_14.35.37,,
333,D1538-2021-03-15_14.46.05,,
334,D1540-2021-03-15_15.01.14,,
335,D1557-2021-03-15_18.35.43,,
336,D1558-2021-03-15_18.43.50,,
337,D1559-2021-03-15_18.58.09,,
338,D1562-2021-03-15_19.33.45,,
339,D1563-2021-03-15_19.43.38,,
340,D1604-2021-03-16_01.39.56,,
341,D1722-2021-03-23_18.37.29,,
342,D1723-2021-03-23_18.45.47,,
343,D1726-2021-03-23_19.08.20,,
344,D1727-2021-03-23_19.18.24,,
345,D1808-2021-03-24_02.00.56,,
346,D1812-2021-03-24_13.49.52,,
347,D1960-2021-02-17_14.37.31,,
