,train,val,test
23,D1084-2020-11-16_19.07.28,D1855-2021-03-24_20.03.17,D1243-2021-03-01_20.38.31
24,D1103-2020-11-16_15.55.08,D1034-2020-11-17_14.48.29,D1834-2021-03-24_17.06.52
25,D1105-2020-11-16_15.39.45,D2037-2021-02-18_21.35.02,D2065-2021-02-22_15.49.31
26,D1106-2020-11-16_15.31.14,D1058-2020-11-17_11.16.45,D1350-2021-03-05_13.11.53
27,D1108-2020-11-16_15.13.41,D1691-2021-03-17_22.52.58,D1694-2021-03-17_23.17.40
28,D1109-2020-11-16_15.03.14,D1328-2021-03-03_15.23.27,D1030-2020-11-17_15.22.11
29,D1110-2020-11-16_14.54.45,D1474-2021-03-12_11.19.08,D1833-2021-03-24_16.58.06
30,D1111-2020-11-16_14.45.18,D1817-2021-03-24_14.44.24,D1177-2021-02-22_21.18.36
31,D1128-2020-11-20_11.58.14,D1277-2021-03-02_01.26.36,D1035-2020-11-17_14.40.02
32,D1129-2020-11-20_11.48.24,D1800-2021-03-24_00.56.52,D1803-2021-03-24_01.21.21
33,D1130-2020-11-20_11.40.17,D1831-2021-03-24_16.42.30,D1169-2021-02-22_20.15.22
34,D1137-2020-11-20_10.37.49,D1423-2021-03-11_13.05.25,D1031-2020-11-17_15.13.41
35,D1138-2020-11-20_10.29.48,D1056-2020-11-17_11.31.01,D1318-2021-03-03_13.43.28
36,D1139-2020-11-20_10.17.03,D1461-2021-03-11_18.33.59,D1415-2021-03-11_11.54.48
37,D1168-2021-02-22_20.06.31,D1812-2021-03-24_13.49.52,D1446-2021-03-11_16.18.13
38,D1173-2021-02-22_20.42.55,D1722-2021-03-23_18.37.29,D1540-2021-03-15_15.01.14
39,D1174-2021-02-22_20.52.06,D1314-2021-03-03_13.08.11,D1083-2020-11-16_19.16.50
40,D1178-2021-02-22_21.27.26,D1211-2021-02-23_02.00.14,D1075-2020-11-16_20.16.43
41,D1179-2021-02-22_21.35.05,D1960-2021-02-17_14.37.31,D1957-2021-02-17_14.11.43
42,D1190-2021-02-22_23.08.12,D1416-2021-03-11_12.04.09,D1497-2021-03-12_14.24.42
43,D1191-2021-02-22_23.18.37,,
44,D1193-2021-02-22_23.36.43,,
45,D1197-2021-02-23_00.04.42,,
46,D1198-2021-02-23_00.13.48,,
47,D1205-2021-02-23_01.07.55,,
48,D1206-2021-02-23_01.16.31,,
49,D1207-2021-02-23_01.27.26,,
50,D1208-2021-02-23_01.35.23,,
51,D1232-2021-03-01_19.13.24,,
52,D1233-2021-03-01_19.23.12,,
53,D1234-2021-03-01_19.36.14,,
54,D1235-2021-03-01_16.02.18,,
55,D1242-2021-03-01_20.29.24,,
56,D1244-2021-03-01_20.47.31,,
57,D1245-2021-03-01_20.56.07,,
58,D1247-2021-03-01_21.12.27,,
59,D1249-2021-03-01_21.31.38,,
60,D1251-2021-03-01_21.47.31,,
61,D1252-2021-03-01_21.56.34,,
62,D1254-2021-03-01_22.11.09,,
63,D1256-2021-03-01_22.26.40,,
64,D1259-2021-03-01_22.51.48,,
65,D1261-2021-03-01_23.09.50,,
66,D1262-2021-03-01_23.18.54,,
67,D1272-2021-03-02_00.45.36,,
68,D1274-2021-03-02_01.02.21,,
69,D1276-2021-03-02_01.14.56,,
70,D1278-2021-03-02_01.35.59,,
71,D1279-2021-03-02_01.44.28,,
72,D1280-2021-03-02_01.53.27,,
73,D1282-2021-03-02_02.10.33,,
74,D1284-2021-03-02_02.27.34,,
75,D1285-2021-03-02_02.35.26,,
76,D1287-2021-03-02_02.52.23,,
77,D1288-2021-03-02_03.00.32,,
78,D1292-2021-03-02_03.34.10,,
79,D1293-2021-03-02_03.42.52,,
80,D1294-2021-03-02_03.50.19,,
81,D1295-2021-03-02_03.59.10,,
82,D1297-2021-03-02_04.16.13,,
83,D1299-2021-03-02_04.31.27,,
84,D1311-2021-03-02_06.17.03,,
85,D1312-2021-03-03_12.51.32,,
86,D1315-2021-03-03_13.15.21,,
87,D1320-2021-03-03_14.00.26,,
88,D1322-2021-03-03_14.26.00,,
89,D1323-2021-03-03_14.41.28,,
90,D1329-2021-03-03_15.33.09,,
91,D1331-2021-03-03_15.56.12,,
92,D1335-2021-03-05_10.58.35,,
93,D1344-2021-03-05_12.20.00,,
94,D1345-2021-03-05_12.27.31,,
95,D1346-2021-03-05_12.36.12,,
96,D1347-2021-03-05_12.44.11,,
97,D1348-2021-03-05_12.54.24,,
98,D1349-2021-03-05_13.03.36,,
99,D1351-2021-03-05_13.19.25,,
100,D1352-2021-03-05_13.26.25,,
101,D1354-2021-03-05_13.41.36,,
102,D1355-2021-03-05_13.50.30,,
103,D1357-2021-03-05_14.05.51,,
104,D1359-2021-03-05_14.23.40,,
105,D1360-2021-03-05_15.07.16,,
106,D1361-2021-03-05_15.17.10,,
107,D1362-2021-03-10_16.13.21,,
108,D1366-2021-03-10_16.50.06,,
109,D1368-2021-03-10_17.04.57,,
110,D1370-2021-03-10_17.22.21,,
111,D1371-2021-03-10_17.30.28,,
112,D1372-2021-03-10_17.38.28,,
113,D1373-2021-03-10_17.49.36,,
114,D1374-2021-03-10_17.58.18,,
115,D1376-2021-03-10_18.16.58,,
116,D1377-2021-03-10_18.25.56,,
117,D1378-2021-03-10_18.33.41,,
118,D1379-2021-03-10_18.41.27,,
119,D1396-2021-03-10_20.57.56,,
120,D1397-2021-03-10_21.05.11,,
121,D1399-2021-03-10_21.24.58,,
122,D1400-2021-03-10_21.36.27,,
123,D1401-2021-03-10_21.45.11,,
124,D1402-2021-03-10_21.54.00,,
125,D1404-2021-03-10_22.10.25,,
126,D1405-2021-03-10_22.17.43,,
127,D1407-2021-03-10_22.33.10,,
128,D1408-2021-03-10_22.41.17,,
129,D1409-2021-03-10_22.49.03,,
130,D1410-2021-03-10_22.55.41,,
131,D1411-2021-03-10_23.01.42,,
132,D1422-2021-03-11_12.56.47,,
133,D1435-2021-03-11_14.46.13,,
134,D1436-2021-03-11_14.57.10,,
135,D1437-2021-03-11_15.07.20,,
136,D1438-2021-03-11_15.15.54,,
137,D1439-2021-03-11_15.25.27,,
138,D1442-2021-03-11_11.18.24,,
139,D1443-2021-03-11_15.50.23,,
140,D1444-2021-03-11_16.00.40,,
141,D1454-2021-03-11_17.24.15,,
142,D1455-2021-03-11_17.33.02,,
143,D1456-2021-03-11_17.47.18,,
144,D1457-2021-03-11_17.56.46,,
145,D1459-2021-03-11_18.15.48,,
146,D1464-2021-03-12_10.01.08,,
147,D1465-2021-03-12_10.09.57,,
148,D1466-2021-03-12_10.18.57,,
149,D1467-2021-03-12_10.26.11,,
150,D1468-2021-03-12_10.34.01,,
151,D1469-2021-03-12_10.41.22,,
152,D1470-2021-03-12_10.49.35,,
153,D1471-2021-03-12_10.56.53,,
154,D1473-2021-03-12_11.11.29,,
155,D1476-2021-03-12_11.36.23,,
156,D1477-2021-03-12_11.45.47,,
157,D1478-2021-03-12_11.53.08,,
158,D1479-2021-03-12_12.00.34,,
159,D1480-2021-03-12_12.08.18,,
160,D1481-2021-03-12_12.15.35,,
161,D1482-2021-03-12_12.23.03,,
162,D1483-2021-03-12_12.31.02,,
163,D1484-2021-03-12_12.38.13,,
164,D1498-2021-03-12_14.32.00,,
165,D1501-2021-03-12_14.54.20,,
166,D1539-2021-03-15_14.52.26,,
167,D1541-2021-03-15_15.09.15,,
168,D1548-2021-03-15_17.11.12,,
169,D1549-2021-03-15_17.22.13,,
170,D1550-2021-03-15_17.30.54,,
171,D1551-2021-03-15_17.38.58,,
172,D1552-2021-03-15_17.48.20,,
173,D1554-2021-03-15_18.07.01,,
174,D1555-2021-03-15_18.18.31,,
175,D1556-2021-03-15_18.26.14,,
176,D1560-2021-03-15_19.15.59,,
177,D1561-2021-03-15_19.24.30,,
178,D1564-2021-03-15_19.52.06,,
179,D1565-2021-03-15_20.03.35,,
180,D1598-2021-03-16_00.54.48,,
181,D1599-2021-03-16_01.03.45,,
182,D1600-2021-03-16_01.11.27,,
183,D1601-2021-03-16_01.17.53,,
184,D1602-2021-03-16_01.24.53,,
185,D1603-2021-03-16_01.32.23,,
186,D1605-2021-03-16_01.47.11,,
187,D1606-2021-03-16_01.54.50,,
188,D1607-2021-03-16_02.03.17,,
189,D1608-2021-03-16_02.11.03,,
190,D1690-2021-03-17_22.44.49,,
191,D1692-2021-03-17_23.01.32,,
192,D1693-2021-03-17_23.09.54,,
193,D1700-2021-03-18_00.10.05,,
194,D1701-2021-03-18_00.16.20,,
195,D1702-2021-03-18_00.23.34,,
196,D1703-2021-03-18_00.31.19,,
197,D1704-2021-03-18_00.39.29,,
198,D1705-2021-03-18_00.47.09,,
199,D1706-2021-03-18_00.57.24,,
200,D1707-2021-03-18_01.04.42,,
201,D1708-2021-03-18_01.15.15,,
202,D1710-2021-03-18_01.32.36,,
203,D1720-2021-03-23_18.23.13,,
204,D1721-2021-03-23_18.30.15,,
205,D1724-2021-03-23_18.55.11,,
206,D1725-2021-03-23_18.59.30,,
207,D1728-2021-03-23_19.26.54,,
208,D1729-2021-03-23_19.36.04,,
209,D1730-2021-03-23_19.43.58,,
210,D1731-2021-03-23_19.51.19,,
211,D1794-2021-03-24_00.09.25,,
212,D1795-2021-03-24_00.16.44,,
213,D1796-2021-03-24_00.24.17,,
214,D1797-2021-03-24_00.32.55,,
215,D1798-2021-03-24_00.39.57,,
216,D1799-2021-03-24_00.48.30,,
217,D1801-2021-03-24_01.03.51,,
218,D1804-2021-03-24_01.29.37,,
219,D1805-2021-03-24_01.35.23,,
220,D1806-2021-03-24_01.44.11,,
221,D1807-2021-03-24_01.52.19,,
222,D1809-2021-03-24_02.07.40,,
223,D1810-2021-03-24_02.18.16,,
224,D1811-2021-03-24_02.26.14,,
225,D1813-2021-03-24_13.59.54,,
226,D1814-2021-03-24_14.09.46,,
227,D1815-2021-03-24_14.22.57,,
228,D1816-2021-03-24_14.32.36,,
229,D1818-2021-03-24_14.53.34,,
230,D1819-2021-03-24_15.04.18,,
231,D1828-2021-03-24_16.18.47,,
232,D1829-2021-03-24_16.27.05,,
233,D1830-2021-03-24_16.35.10,,
234,D1832-2021-03-24_16.50.10,,
235,D1835-2021-03-24_17.14.35,,
236,D1836-2021-03-24_17.25.01,,
237,D1837-2021-03-24_17.33.20,,
238,D1850-2021-03-24_19.21.09,,
239,D1851-2021-03-24_19.28.39,,
240,D1852-2021-03-24_19.37.14,,
241,D1853-2021-03-24_19.47.38,,
242,D1854-2021-03-24_19.55.17,,
243,D1856-2021-03-24_20.11.46,,
244,D1959-2021-02-17_14.29.06,,
245,D1966-2021-02-17_15.29.58,,
246,D1967-2021-02-17_15.37.53,,
247,D1968-2021-02-17_15.45.46,,
248,D1970-2021-02-18_10.28.24,,
249,D1971-2021-02-18_10.36.35,,
250,D1972-2021-02-18_10.44.37,,
251,D1973-2021-02-18_10.52.37,,
252,D1974-2021-02-18_11.00.51,,
253,D1975-2021-02-18_11.10.46,,
254,D1976-2021-02-18_11.18.41,,
255,D1978-2021-02-18_11.36.50,,
256,D1979-2021-02-18_11.44.42,,
257,D1980-2021-02-18_11.53.24,,
258,D1981-2021-02-18_12.01.31,,
259,D1983-2021-02-18_12.19.11,,
260,D1984-2021-02-18_12.27.46,,
261,D1985-2021-02-18_12.37.56,,
262,D1986-2021-02-18_12.45.16,,
263,D1987-2021-02-18_12.53.21,,
264,D1988-2021-02-18_13.00.59,,
265,D1989-2021-02-18_13.08.13,,
266,D1990-2021-02-18_13.16.06,,
267,D1992-2021-02-18_13.32.50,,
268,D2038-2021-02-18_21.44.20,,
269,D2042-2021-02-22_12.45.10,,
270,D2044-2021-02-22_13.02.02,,
271,D2045-2021-02-22_13.10.00,,
272,D2046-2021-02-22_13.18.39,,
273,D2054-2021-02-22_14.23.55,,
274,D2055-2021-02-22_14.32.32,,
275,D2056-2021-02-22_14.42.14,,
276,D2057-2021-02-22_14.51.06,,
277,D2058-2021-02-22_14.59.33,,
278,D2059-2021-02-22_15.07.22,,
279,D1059-2020-11-17_11.09.04,,
280,D1070-2020-11-16_21.00.36,,
281,D1071-2020-11-16_20.52.28,,
282,D1073-2020-11-16_20.32.54,,
283,D1074-2020-11-16_20.24.43,,
284,D1077-2020-11-16_20.04.02,,
285,D1078-2020-11-16_19.56.41,,
286,D1079-2020-11-16_19.48.22,,
287,D1081-2020-11-16_19.32.32,,
288,D1082-2020-11-16_19.25.13,,
289,D1196-2021-02-22_23.55.44,,
290,D1199-2021-02-23_00.24.33,,
291,D1210-2021-02-23_01.52.12,,
292,D1212-2021-03-01_16.21.52,,
293,D1213-2021-03-01_16.31.04,,
294,D1246-2021-03-01_21.05.09,,
295,D1248-2021-03-01_21.22.30,,
296,D1257-2021-03-01_22.34.58,,
297,D1258-2021-03-01_22.44.05,,
298,D1260-2021-03-01_22.59.36,,
299,D1263-2021-03-01_23.28.23,,
300,D1290-2021-03-02_03.17.55,,
301,D1291-2021-03-02_03.26.38,,
302,D1296-2021-03-02_04.06.46,,
303,D1298-2021-03-02_04.23.52,,
304,D1308-2021-03-02_05.52.29,,
305,D1309-2021-03-02_06.00.57,,
306,D1310-2021-03-02_06.08.58,,
307,D1313-2021-03-03_13.01.12,,
308,D1316-2021-03-03_13.25.17,,
309,D1317-2021-03-03_13.35.00,,
310,D1325-2021-03-03_14.55.56,,
311,D1326-2021-03-03_15.04.15,,
312,D1327-2021-03-03_15.14.28,,
313,D1330-2021-03-03_15.47.14,,
314,D1332-2021-03-05_10.33.05,,
315,D1334-2021-03-05_10.50.31,,
316,D1369-2021-03-10_17.13.25,,
317,D1412-2021-03-11_11.27.21,,
318,D1413-2021-03-11_11.36.34,,
319,D1414-2021-03-11_11.46.05,,
320,D1417-2021-03-11_12.13.36,,
321,D1418-2021-03-11_12.21.33,,
322,D1419-2021-03-11_12.29.52,,
323,D1420-2021-03-11_12.38.58,,
324,D1421-2021-03-11_12.47.42,,
325,D1440-2021-03-11_15.34.18,,
326,D1441-2021-03-11_15.41.47,,
327,D1445-2021-03-11_16.09.41,,
328,D1458-2021-03-11_18.06.55,,
329,D1460-2021-03-11_18.25.35,,
330,D1462-2021-03-12_09.42.51,,
331,D1463-2021-03-12_09.52.46,,
332,D1499-2021-03-12_14.36.48,,
333,D1500-2021-03-12_14.45.46,,
334,D1502-2021-03-12_15.05.06,,
335,D1503-2021-03-12_15.14.19,,
336,D1537-2021-03-15_14.35.37,,
337,D1538-2021-03-15_14.46.05,,
338,D1557-2021-03-15_18.35.43,,
339,D1558-2021-03-15_18.43.50,,
340,D1559-2021-03-15_18.58.09,,
341,D1562-2021-03-15_19.33.45,,
342,D1563-2021-03-15_19.43.38,,
343,D1604-2021-03-16_01.39.56,,
344,D1723-2021-03-23_18.45.47,,
345,D1726-2021-03-23_19.08.20,,
346,D1727-2021-03-23_19.18.24,,
347,D1808-2021-03-24_02.00.56,,
