,train,val,test
D1192-2nd,True,False,False
D1193-2021-02-22_23.36.43,True,False,False
D1195-2nd,True,False,False
D1197-2021-02-23_00.04.42,True,False,False
D1198-2021-02-23_00.13.48,True,False,False
D1205-2021-02-23_01.07.55,True,False,False
D1206-2021-02-23_01.16.31,True,False,False
D1207-2021-02-23_01.27.26,True,False,False
D1208-2021-02-23_01.35.23,True,False,False
D1209-2021-02-23_01.43.19,True,False,False
D1233-2021-03-01_19.23.12,True,False,False
D1234-2021-03-01_19.36.14,True,False,False
D1235-2021-03-01_16.02.18,True,False,False
D1242-2021-03-01_20.29.24,True,False,False
D1243-2021-03-01_20.38.31,True,False,False
D1244-2021-03-01_20.47.31,True,False,False
D1245-2021-03-01_20.56.07,True,False,False
D1247-2021-03-01_21.12.27,True,False,False
D1249-2021-03-01_21.31.38,True,False,False
D1250-2021-03-01_21.39.39,True,False,False
D1251-2021-03-01_21.47.31,True,False,False
D1252-2021-03-01_21.56.34,True,False,False
D1253-2021-03-01_22.05.24,True,False,False
D1254-2021-03-01_22.11.09,True,False,False
D1256-2021-03-01_22.26.40,True,False,False
D1259-2021-03-01_22.51.48,True,False,False
D1261-2021-03-01_23.09.50,True,False,False
D1262-2021-03-01_23.18.54,True,False,False
D1271-2021-03-02_00.37.18,True,False,False
D1272-2021-03-02_00.45.36,True,False,False
D1274-2021-03-02_01.02.21,True,False,False
D1275-2021-03-02_01.07.18,True,False,False
D1276-2021-03-02_01.14.56,True,False,False
D1277-2021-03-02_01.26.36,True,False,False
D1279-2021-03-02_01.44.28,True,False,False
D1282-2021-03-02_02.10.33,True,False,False
D1283-2021-03-02_02.18.10,True,False,False
D1284-2021-03-02_02.27.34,True,False,False
D1285-2021-03-02_02.35.26,True,False,False
D1286-2021-03-02_02.43.35,True,False,False
D1288-2021-03-02_03.00.32,True,False,False
D1293-2021-03-02_03.42.52,True,False,False
D1295-2021-03-02_03.59.10,True,False,False
D1297-2021-03-02_04.16.13,True,False,False
D1311-2021-03-02_06.17.03,True,False,False
D1312-2021-03-03_12.51.32,True,False,False
D1315-2021-03-03_13.15.21,True,False,False
D1321-2021-03-03_14.14.55,True,False,False
D1322-2021-03-03_14.26.00,True,False,False
D1323-2021-03-03_14.41.28,True,False,False
D1324-2021-03-03_14.48.18,True,False,False
D1328-2021-03-03_15.23.27,True,False,False
D1329-2021-03-03_15.33.09,True,False,False
D1331-2021-03-03_15.56.12,True,False,False
D1333-2021-03-05_10.42.37,True,False,False
D1335-2021-03-05_10.58.35,True,False,False
D1344-2021-03-05_12.20.00,True,False,False
D1345-2021-03-05_12.27.31,True,False,False
D1346-2021-03-05_12.36.12,True,False,False
D1347-2021-03-05_12.44.11,True,False,False
D1349-2021-03-05_13.03.36,True,False,False
D1351-2021-03-05_13.19.25,True,False,False
D1352-2021-03-05_13.26.25,True,False,False
D1353-2021-03-05_13.33.40,True,False,False
D1354-2021-03-05_13.41.36,True,False,False
D1355-2021-03-05_13.50.30,True,False,False
D1356-2021-03-05_13.58.36,True,False,False
D1357-2021-03-05_14.05.51,True,False,False
D1360-2021-03-05_15.07.16,True,False,False
D1362-2021-03-10_16.13.21,True,False,False
D1366-2021-03-10_16.50.06,True,False,False
D1368-2021-03-10_17.04.57,True,False,False
D1370-2021-03-10_17.22.21,True,False,False
D1371-2021-03-10_17.30.28,True,False,False
D1372-2021-03-10_17.38.28,True,False,False
D1373-2021-03-10_17.49.36,True,False,False
D1376-2021-03-10_18.16.58,True,False,False
D1377-2021-03-10_18.25.56,True,False,False
D1378-2021-03-10_18.33.41,True,False,False
D1396-2021-03-10_20.57.56,True,False,False
D1397-2021-03-10_21.05.11,True,False,False
D1401-2021-03-10_21.45.11,True,False,False
D1403-2021-03-10_22.02.31,True,False,False
D1404-2021-03-10_22.10.25,True,False,False
D1405-2021-03-10_22.17.43,True,False,False
D1406-2021-03-10_22.25.26,True,False,False
D1408-2021-03-10_22.41.17,True,False,False
D1409-2021-03-10_22.49.03,True,False,False
D1410-2021-03-10_22.55.41,True,False,False
D1411-2021-03-10_23.01.42,True,False,False
D1422-2021-03-11_12.56.47,True,False,False
D1423-2021-03-11_13.05.25,True,False,False
D1434-2021-03-11_14.36.55,True,False,False
D1435-2021-03-11_14.46.13,True,False,False
D1437-2021-03-11_15.07.20,True,False,False
D1438-2021-03-11_15.15.54,True,False,False
D1444-2021-03-11_16.00.40,True,False,False
D1454-2021-03-11_17.24.15,True,False,False
D1456-2021-03-11_17.47.18,True,False,False
D1457-2021-03-11_17.56.46,True,False,False
D1459-2021-03-11_18.15.48,True,False,False
D1464-2021-03-12_10.01.08,True,False,False
D1465-2021-03-12_10.09.57,True,False,False
D1466-2021-03-12_10.18.57,True,False,False
D1467-2021-03-12_10.26.11,True,False,False
D1468-2021-03-12_10.34.01,True,False,False
D1469-2021-03-12_10.41.22,True,False,False
D1470-2021-03-12_10.49.35,True,False,False
D1471-2021-03-12_10.56.53,True,False,False
D1472-2021-03-12_11.03.48,True,False,False
D1473-2021-03-12_11.11.29,True,False,False
D1474-2021-03-12_11.19.08,True,False,False
D1475-2021-03-12_11.27.43,True,False,False
D1476-2021-03-12_11.36.23,True,False,False
D1477-2021-03-12_11.45.47,True,False,False
D1478-2021-03-12_11.53.08,True,False,False
D1480-2021-03-12_12.08.18,True,False,False
D1481-2021-03-12_12.15.35,True,False,False
D1482-2021-03-12_12.23.03,True,False,False
D1483-2021-03-12_12.31.02,True,False,False
D1484-2021-03-12_12.38.13,True,False,False
D1498-2021-03-12_14.32.00,True,False,False
D1501-2021-03-12_14.54.20,True,False,False
D1539-2021-03-15_14.52.26,True,False,False
D1548-2021-03-15_17.11.12,True,False,False
D1549-2021-03-15_17.22.13,True,False,False
D1550-2021-03-15_17.30.54,True,False,False
D1551-2021-03-15_17.38.58,True,False,False
D1552-2021-03-15_17.48.20,True,False,False
D1554-2021-03-15_18.07.01,True,False,False
D1555-2021-03-15_18.18.31,True,False,False
D1556-2021-03-15_18.26.14,True,False,False
D1560-2021-03-15_19.15.59,True,False,False
D1564-2021-03-15_19.52.06,True,False,False
D1599-2021-03-16_01.03.45,True,False,False
D1601-2021-03-16_01.17.53,True,False,False
D1605-2021-03-16_01.47.11,True,False,False
D1606-2021-03-16_01.54.50,True,False,False
D1607-2021-03-16_02.03.17,True,False,False
D1608-2021-03-16_02.11.03,True,False,False
D1689-2021-03-17_22.36.12,True,False,False
D1690-2021-03-17_22.44.49,True,False,False
D1691-2021-03-17_22.52.58,True,False,False
D1692-2021-03-17_23.01.32,True,False,False
D1700-2021-03-18_00.10.05,True,False,False
D1702-2021-03-18_00.23.34,True,False,False
D1703-2021-03-18_00.31.19,True,False,False
D1705-2021-03-18_00.47.09,True,False,False
D1706-2021-03-18_00.57.24,True,False,False
D1707-2021-03-18_01.04.42,True,False,False
D1708-2021-03-18_01.15.15,True,False,False
D1709-2021-03-18_01.23.11,True,False,False
D1720-2021-03-23_18.23.13,True,False,False
D1721-2021-03-23_18.30.15,True,False,False
D1724-2021-03-23_18.55.11,True,False,False
D1728-2021-03-23_19.26.54,True,False,False
D1729-2021-03-23_19.36.04,True,False,False
D1730-2021-03-23_19.43.58,True,False,False
D1731-2021-03-23_19.51.19,True,False,False
D1794-2021-03-24_00.09.25,True,False,False
D1796-2021-03-24_00.24.17,True,False,False
D1797-2021-03-24_00.32.55,True,False,False
D1798-2021-03-24_00.39.57,True,False,False
D1799-2021-03-24_00.48.30,True,False,False
D1800-2021-03-24_00.56.52,True,False,False
D1801-2021-03-24_01.03.51,True,False,False
D1802-2021-03-24_01.12.48,True,False,False
D1803-2021-03-24_01.21.21,True,False,False
D1804-2021-03-24_01.29.37,True,False,False
D1805-2021-03-24_01.35.23,True,False,False
D1806-2021-03-24_01.44.11,True,False,False
D1807-2021-03-24_01.52.19,True,False,False
D1809-2021-03-24_02.07.40,True,False,False
D1810-2021-03-24_02.18.16,True,False,False
D1811-2021-03-24_02.26.14,True,False,False
D1813-2021-03-24_13.59.54,True,False,False
D1816-2021-03-24_14.32.36,True,False,False
D1818-2021-03-24_14.53.34,True,False,False
D1819-2021-03-24_15.04.18,True,False,False
D1828-2021-03-24_16.18.47,True,False,False
D1829-2021-03-24_16.27.05,True,False,False
D1830-2021-03-24_16.35.10,True,False,False
D1832-2021-03-24_16.50.10,True,False,False
D1834-2021-03-24_17.06.52,True,False,False
D1835-2021-03-24_17.14.35,True,False,False
D1836-2021-03-24_17.25.01,True,False,False
D1837-2021-03-24_17.33.20,True,False,False
D1850-2021-03-24_19.21.09,True,False,False
D1851-2021-03-24_19.28.39,True,False,False
D1852-2021-03-24_19.37.14,True,False,False
D1853-2021-03-24_19.47.38,True,False,False
D1854-2021-03-24_19.55.17,True,False,False
D1855-2021-03-24_20.03.17,True,False,False
D1856-2021-03-24_20.11.46,True,False,False
D1958-2021-02-17_14.20.10,True,False,False
D1959-2021-02-17_14.29.06,True,False,False
D1966-2021-02-17_15.29.58,True,False,False
D1967-2021-02-17_15.37.53,True,False,False
D1968-2021-02-17_15.45.46,True,False,False
D1970-2021-02-18_10.28.24,True,False,False
D1973-2021-02-18_10.52.37,True,False,False
D1974-2021-02-18_11.00.51,True,False,False
D1975-2021-02-18_11.10.46,True,False,False
D1976-2021-02-18_11.18.41,True,False,False
D1977-2021-02-18_11.28.07,True,False,False
D1978-2021-02-18_11.36.50,True,False,False
D1979-2021-02-18_11.44.42,True,False,False
D1982-2021-02-18_12.09.34,True,False,False
D1983-2021-02-18_12.19.11,True,False,False
D1985-2021-02-18_12.37.56,True,False,False
D1987-2021-02-18_12.53.21,True,False,False
D1988-2021-02-18_13.00.59,True,False,False
D1989-2021-02-18_13.08.13,True,False,False
D1990-2021-02-18_13.16.06,True,False,False
D1991-2021-02-18_13.24.41,True,False,False
D1992-2021-02-18_13.32.50,True,False,False
D2036-2021-02-18_21.29.05,True,False,False
D2037-2021-02-18_21.35.02,True,False,False
D2038-2021-02-18_21.44.20,True,False,False
D2042-2021-02-22_12.45.10,True,False,False
D2044-2021-02-22_13.02.02,True,False,False
D2054-2021-02-22_14.23.55,True,False,False
D2055-2021-02-22_14.32.32,True,False,False
D2056-2021-02-22_14.42.14,True,False,False
D2057-2021-02-22_14.51.06,True,False,False
D2058-2021-02-22_14.59.33,True,False,False
D2059-2021-02-22_15.07.22,True,False,False
D2065-2021-02-22_15.49.31,True,False,False
D1056-2020-11-17_11.31.01,True,False,False
D1070-2020-11-16_21.00.36,True,False,False
D1071-2020-11-16_20.52.28,True,False,False
D1075-2020-11-16_20.16.43,True,False,False
D1078-2020-11-16_19.56.41,True,False,False
D1079-2020-11-16_19.48.22,True,False,False
D1081-2020-11-16_19.32.32,True,False,False
D1082-2020-11-16_19.25.13,True,False,False
D1083-2020-11-16_19.16.50,True,False,False
D1196-2021-02-22_23.55.44,True,False,False
D1199-2021-02-23_00.24.33,True,False,False
D1211-2021-02-23_02.00.14,True,False,False
D1212-2021-03-01_16.21.52,True,False,False
D1246-2021-03-01_21.05.09,True,False,False
D1248-2021-03-01_21.22.30,True,False,False
D1257-2021-03-01_22.34.58,True,False,False
D1258-2021-03-01_22.44.05,True,False,False
D1260-2021-03-01_22.59.36,True,False,False
D1263-2021-03-01_23.28.23,True,False,False
D1290-2021-03-02_03.17.55,True,False,False
D1291-2021-03-02_03.26.38,True,False,False
D1296-2021-03-02_04.06.46,True,False,False
D1298-2021-03-02_04.23.52,True,False,False
D1308-2021-03-02_05.52.29,True,False,False
D1309-2021-03-02_06.00.57,True,False,False
D1310-2021-03-02_06.08.58,True,False,False
D1313-2021-03-03_13.01.12,True,False,False
D1314-2021-03-03_13.08.11,True,False,False
D1316-2021-03-03_13.25.17,True,False,False
D1317-2021-03-03_13.35.00,True,False,False
D1318-2021-03-03_13.43.28,True,False,False
D1325-2021-03-03_14.55.56,True,False,False
D1327-2021-03-03_15.14.28,True,False,False
D1332-2021-03-05_10.33.05,True,False,False
D1334-2021-03-05_10.50.31,True,False,False
D1412-2021-03-11_11.27.21,True,False,False
D1413-2021-03-11_11.36.34,True,False,False
D1414-2021-03-11_11.46.05,True,False,False
D1415-2021-03-11_11.54.48,True,False,False
D1420-2021-03-11_12.38.58,True,False,False
D1421-2021-03-11_12.47.42,True,False,False
D1440-2021-03-11_15.34.18,True,False,False
D1441-2021-03-11_15.41.47,True,False,False
D1445-2021-03-11_16.09.41,True,False,False
D1458-2021-03-11_18.06.55,True,False,False
D1460-2021-03-11_18.25.35,True,False,False
D1461-2021-03-11_18.33.59,True,False,False
D1462-2021-03-12_09.42.51,True,False,False
D1497-2021-03-12_14.24.42,True,False,False
D1499-2021-03-12_14.36.48,True,False,False
D1500-2021-03-12_14.45.46,True,False,False
D1502-2021-03-12_15.05.06,True,False,False
D1503-2021-03-12_15.14.19,True,False,False
D1537-2021-03-15_14.35.37,True,False,False
D1538-2021-03-15_14.46.05,True,False,False
D1540-2021-03-15_15.01.14,True,False,False
D1557-2021-03-15_18.35.43,True,False,False
D1558-2021-03-15_18.43.50,True,False,False
D1559-2021-03-15_18.58.09,True,False,False
D1562-2021-03-15_19.33.45,True,False,False
D1563-2021-03-15_19.43.38,True,False,False
D1604-2021-03-16_01.39.56,True,False,False
D1722-2021-03-23_18.37.29,True,False,False
D1723-2021-03-23_18.45.47,True,False,False
D1726-2021-03-23_19.08.20,True,False,False
D1727-2021-03-23_19.18.24,True,False,False
D1808-2021-03-24_02.00.56,True,False,False
D1812-2021-03-24_13.49.52,True,False,False
D1960-2021-02-17_14.37.31,True,False,False
D1565-2021-03-15_20.03.35,False,True,False
D1814-2021-03-24_14.09.46,False,True,False
D1232-2021-03-01_19.13.24,False,True,False
D1553-2021-03-15_17.58.33,False,True,False
D1598-2021-03-16_00.54.48,False,True,False
D1359-2021-03-05_14.23.40,False,True,False
D1278-2021-03-02_01.35.59,False,True,False
D1693-2021-03-17_23.09.54,False,True,False
D1817-2021-03-24_14.44.24,False,True,False
D1167-2021-02-22_19.58.39,False,True,False
D1169-2021-02-22_20.15.22,False,True,False
D1443-2021-03-11_15.50.23,False,True,False
D2046-2021-02-22_13.18.39,False,True,False
D1292-2021-03-02_03.34.10,False,True,False
D1479-2021-03-12_12.00.34,False,True,False
D1057-2020-11-17_11.23.59,False,True,False
D1060-2020-11-17_10.57.41,False,True,False
D1130-2020-11-20_11.40.17,False,True,False
D1795-2021-03-24_00.16.44,False,True,False
D1986-2021-02-18_12.45.16,False,True,False
D1361-2021-03-05_15.17.10,False,True,False
D1280-2021-03-02_01.53.27,False,True,False
D1439-2021-03-11_15.25.27,False,True,False
D1032-2020-11-17_15.04.59,False,True,False
D1348-2021-03-05_12.54.24,False,True,False
D1294-2021-03-02_03.50.19,False,True,False
D1194-2021-02-22_23.44.34,False,True,False
D1561-2021-03-15_19.24.30,False,True,False
D1287-2021-03-02_02.52.23,False,True,False
D1600-2021-03-16_01.11.27,False,True,False
D1436-2021-03-11_14.57.10,False,True,False
D1831-2021-03-24_16.42.30,False,True,False
D1541-2021-03-15_15.09.15,False,True,False
D1972-2021-02-18_10.44.37,False,True,False
D1603-2021-03-16_01.32.23,False,True,False
D1957-2021-02-17_14.11.43,False,True,False
D1463-2021-03-12_09.52.46,False,True,False
D1059-2020-11-17_11.09.04,False,True,False
D1330-2021-03-03_15.47.14,False,True,False
D1369-2021-03-10_17.13.25,False,True,False
D1418-2021-03-11_12.21.33,False,True,False
D1210-2021-02-23_01.52.12,False,True,False
D1446-2021-03-11_16.18.13,False,True,False
D1358-2021-03-05_14.14.42,False,False,True
D1399-2021-03-10_21.24.58,False,False,True
D1725-2021-03-23_18.59.30,False,False,True
D1710-2021-03-18_01.32.36,False,False,True
D1039-2020-11-17_14.03.12,False,False,True
D1704-2021-03-18_00.39.29,False,False,True
D1374-2021-03-10_17.58.18,False,False,True
D1140-2020-11-20_10.04.08,False,False,True
D1701-2021-03-18_00.16.20,False,False,True
D1289-2021-03-02_03.08.50,False,False,True
D1969-2021-02-18_10.19.55,False,False,True
D1442-2021-03-11_11.18.24,False,False,True
D1542-2021-03-15_16.14.41,False,False,True
D1407-2021-03-10_22.33.10,False,False,True
D1981-2021-02-18_12.01.31,False,False,True
D1833-2021-03-24_16.58.06,False,False,True
D1984-2021-02-18_12.27.46,False,False,True
D1022-2020-11-17_16.34.38,False,False,True
D1815-2021-03-24_14.22.57,False,False,True
D1024-2020-11-17_16.13.46,False,False,True
D1320-2021-03-03_14.00.26,False,False,True
D1028-2020-11-17_15.38.28,False,False,True
D1455-2021-03-11_17.33.02,False,False,True
D1971-2021-02-18_10.36.35,False,False,True
D1980-2021-02-18_11.53.24,False,False,True
D1602-2021-03-16_01.24.53,False,False,True
D1299-2021-03-02_04.31.27,False,False,True
D1694-2021-03-17_23.17.40,False,False,True
D1398-2021-03-10_21.16.21,False,False,True
D1400-2021-03-10_21.36.27,False,False,True
D1379-2021-03-10_18.41.27,False,False,True
D1402-2021-03-10_21.54.00,False,False,True
D2045-2021-02-22_13.10.00,False,False,True
D1179-2021-02-22_21.35.05,False,False,True
D1350-2021-03-05_13.11.53,False,False,True
D1073-2020-11-16_20.32.54,False,False,True
D1213-2021-03-01_16.31.04,False,False,True
D1419-2021-03-11_12.29.52,False,False,True
D1416-2021-03-11_12.04.09,False,False,True
D1417-2021-03-11_12.13.36,False,False,True
D1074-2020-11-16_20.24.43,False,False,True
D1077-2020-11-16_20.04.02,False,False,True
D1326-2021-03-03_15.04.15,False,False,True
